Name,Ticker,Sector,Category
Axis Bank Limited,532215-IN,Financials,MSCI ACWI ex-US
East Japan Railway Company,9020-JP,Industrials,MSCI ACWI ex-US
JSR Corp.,4185-JP,Materials,MSCI ACWI ex-US
Kweichow Moutai Co. Ltd. Class A,BP3R2F,Consumer Staples,MSCI ACWI ex-US
Delta Electronics Inc.,2308-TW,Information Technology,MSCI ACWI ex-US
Yum China Holdings Inc.,YUMC,Consumer Discretionary,MSCI ACWI ex-US
Oriental Land Co. Ltd.,4661-JP,Consumer Discretionary,MSCI ACWI ex-US
OTP Bank Nyrt,OTP-HU,Financials,MSCI ACWI ex-US
British Land Company PLC,BLND-GB,Real Estate,MSCI ACWI ex-US
Asahi Kasei Corporation,3407-JP,Materials,MSCI ACWI ex-US
Shaw Communications Inc. Class B,SJR.B-CA,Communication Services,MSCI ACWI ex-US
Qatar National Bank QPSC,QNBK-QA,Financials,MSCI ACWI ex-US
Sumitomo Corporation,8053-JP,Industrials,MSCI ACWI ex-US
Royal KPN NV,KPN-NL,Communication Services,MSCI ACWI ex-US
Sysmex Corporation,6869-JP,Health Care,MSCI ACWI ex-US
Credit Suisse Group AG,CSGN-CH,Financials,MSCI ACWI ex-US
Volkswagen AG,VOW-DE,Consumer Discretionary,MSCI ACWI ex-US
Shiseido CompanyLimited,4911-JP,Consumer Staples,MSCI ACWI ex-US
Nitto Denko Corp.,6988-JP,Materials,MSCI ACWI ex-US
Makita Corporation,6586-JP,Industrials,MSCI ACWI ex-US
Sea Ltd. (Singapore) Sponsored ADR Class A,SE,Communication Services,MSCI ACWI ex-US
First Quantum Minerals Ltd.,FM-CA,Materials,MSCI ACWI ex-US
Toyota Tsusho Corp.,8015-JP,Industrials,MSCI ACWI ex-US
Toshiba Corporation,6502-JP,Industrials,MSCI ACWI ex-US
Standard Chartered PLC,STAN-GB,Financials,MSCI ACWI ex-US
Holcim Ltd,HOLN-CH,Materials,MSCI ACWI ex-US
OMV AG,OMV-AT,Energy,MSCI ACWI ex-US
H&M Hennes & Mauritz AB Class B,HM.B-SE,Consumer Discretionary,MSCI ACWI ex-US
Bharti Airtel Limited,532454-IN,Communication Services,MSCI ACWI ex-US
FirstRand Limited,FSR-ZA,Financials,MSCI ACWI ex-US
Jarir Marketing Co.,4190-SA,Consumer Discretionary,MSCI ACWI ex-US
AEON Co. Ltd.,8267-JP,Consumer Staples,MSCI ACWI ex-US
Magna International Inc.,MG-CA,Consumer Discretionary,MSCI ACWI ex-US
Japan Real Estate Investment Corp.,8952-JP,Real Estate,MSCI ACWI ex-US
Central Japan Railway Company,9022-JP,Industrials,MSCI ACWI ex-US
Fresenius SE & Co. KGaA,FRE-DE,Health Care,MSCI ACWI ex-US
Celltrion Inc.,068270-KR,Health Care,MSCI ACWI ex-US
PT Telkom Indonesia (Persero) Tbk Class B,TLKM-ID,Communication Services,MSCI ACWI ex-US
Ambev SA Sponsored ADR,ABEV,Consumer Staples,MSCI ACWI ex-US
Goodman Group,GMG-AU,Real Estate,MSCI ACWI ex-US
TOKYU CORPORATION,9005-JP,Industrials,MSCI ACWI ex-US
Brambles Limited,BXB-AU,Industrials,MSCI ACWI ex-US
Fresenius Medical Care AG & Co. KGaA,FME-DE,Health Care,MSCI ACWI ex-US
PTT Public Co. Ltd.(Alien Mkt),PTT.F-TH,Energy,MSCI ACWI ex-US
MMC Norilsk Nickel PJSC ADR,NILSY,Materials,MSCI ACWI ex-US
Imperial Oil Limited,IMO-CA,Energy,MSCI ACWI ex-US
ENGIE SA.,ENGI-FR,Utilities,MSCI ACWI ex-US
HCL Technologies Limited,532281-IN,Information Technology,MSCI ACWI ex-US
Woodside Petroleum Ltd,WPL-AU,Energy,MSCI ACWI ex-US
Swedish Match AB,SWMA-SE,Consumer Staples,MSCI ACWI ex-US
Societe Generale S.A. Class A,GLE-FR,Financials,MSCI ACWI ex-US
Mitsubishi Chemical Holdings Corporation,4188-JP,Materials,MSCI ACWI ex-US
RELX PLC,REN-NL,Industrials,MSCI ACWI ex-US
Eisai Co. Ltd.,4523-JP,Health Care,MSCI ACWI ex-US
Siemens Healthineers AG,SHL-DE,Health Care,MSCI ACWI ex-US
Credit Agricole SA,ACA-FR,Financials,MSCI ACWI ex-US
Wheaton Precious Metals Corp,WPM-CA,Materials,MSCI ACWI ex-US
Zijin Mining Group Co. Ltd. Class H,2899-HK,Materials,MSCI ACWI ex-US
Symrise AG,SY1-DE,Materials,MSCI ACWI ex-US
Solvay SA,SOLB-BE,Materials,MSCI ACWI ex-US
Carrefour SA,CA-FR,Consumer Staples,MSCI ACWI ex-US
Bancolombia S.A. Sponsored ADR Pfd,CIB,Financials,MSCI ACWI ex-US
Swatch Group Ltd. Bearer,UHR-CH,Consumer Discretionary,MSCI ACWI ex-US
Shizuoka Bank Ltd.,8355-JP,Financials,MSCI ACWI ex-US
Tata Motors Limited Sponsored ADR,TTM,Consumer Discretionary,MSCI ACWI ex-US
United Utilities Group PLC,UU-GB,Utilities,MSCI ACWI ex-US
ENEOS Holdings Inc.,5020-JP,Energy,MSCI ACWI ex-US
Fubon Financial Holding Co. Ltd.,2881-TW,Financials,MSCI ACWI ex-US
Secom Co. Ltd.,9735-JP,Industrials,MSCI ACWI ex-US
Nippon Yusen Kabushiki Kaisha,9101-JP,Industrials,MSCI ACWI ex-US
Afterpay Limited,APT-AU,Information Technology,MSCI ACWI ex-US
Hong Kong & China Gas Co. Ltd.,3-HK,Utilities,MSCI ACWI ex-US
Toray Industries Inc.,3402-JP,Materials,MSCI ACWI ex-US
Telenor ASA,TEL-NO,Communication Services,MSCI ACWI ex-US
Pandora A/S,PNDORA-DK,Consumer Discretionary,MSCI ACWI ex-US
Shinhan Financial Group Co. Ltd.,055550-KR,Financials,MSCI ACWI ex-US
Sodexo SA,SW-FR,Consumer Discretionary,MSCI ACWI ex-US
Chugai Pharmaceutical Co. Ltd.,4519-JP,Health Care,MSCI ACWI ex-US
Dr. Reddy's Laboratories Ltd. Sponsored ADR,RDY,Health Care,MSCI ACWI ex-US
Nokia Oyj,NOKIA-FI,Information Technology,MSCI ACWI ex-US
Dai-ichi Life HoldingsInc.,8750-JP,Financials,MSCI ACWI ex-US
Stellantis N.V.,STLA-FR,Consumer Discretionary,MSCI ACWI ex-US
Obayashi Corporation,1802-JP,Industrials,MSCI ACWI ex-US
Olympus Corp.,7733-JP,Health Care,MSCI ACWI ex-US
Vivendi SE,VIV-FR,Communication Services,MSCI ACWI ex-US
Great Wall Motor Co. Ltd. Class H,2333-HK,Consumer Discretionary,MSCI ACWI ex-US
AGC Inc.,5201-JP,Industrials,MSCI ACWI ex-US
Sartorius AG Pref,SRT3-DE,Health Care,MSCI ACWI ex-US
China Petroleum & Chemical Corporation Class H,386-HK,Energy,MSCI ACWI ex-US
Coles Group Ltd.,COL-AU,Consumer Staples,MSCI ACWI ex-US
LG Electronics Inc.,066570-KR,Consumer Discretionary,MSCI ACWI ex-US
Osaka Gas Co. Ltd.,9532-JP,Utilities,MSCI ACWI ex-US
CNH Industrial NV,CNHI-IT,Industrials,MSCI ACWI ex-US
CAE Inc.,CAE-CA,Industrials,MSCI ACWI ex-US
XPeng Inc. ADR Sponsored Class A,XPEV,Consumer Discretionary,MSCI ACWI ex-US
Cellnex Telecom S.A.,CLNX-ES,Communication Services,MSCI ACWI ex-US
Teck Resources Limited Class B,TECK,Materials,MSCI ACWI ex-US
Stora Enso Oyj Class R,STERV-FI,Materials,MSCI ACWI ex-US
Burberry Group plc,BRBY-GB,Consumer Discretionary,MSCI ACWI ex-US
NIPPON STEEL CORP.,5401-JP,Materials,MSCI ACWI ex-US
Rolls-Royce Holdings plc,RR-GB,Industrials,MSCI ACWI ex-US
Porsche Automobil Holding SE Pref,PAH3-DE,Consumer Discretionary,MSCI ACWI ex-US
MTN Group Limited,MTN-ZA,Communication Services,MSCI ACWI ex-US
Danske Bank A/S,DANSKE-DK,Financials,MSCI ACWI ex-US
Nestle India Ltd.,500790-IN,Consumer Staples,MSCI ACWI ex-US
LG Household & Health Care Ltd,051900-KR,Consumer Staples,MSCI ACWI ex-US
Shionogi & Co. Ltd.,4507-JP,Health Care,MSCI ACWI ex-US
Au Optronics Corp. Sponsored ADR,AUOTY,Information Technology,MSCI ACWI ex-US
E.SUN Financial Holding Co. Ltd.,2884-TW,Financials,MSCI ACWI ex-US
Norsk Hydro ASA,NHY-NO,Materials,MSCI ACWI ex-US
Japan Metropolitan Fund Investment Corporation,8953-JP,Real Estate,MSCI ACWI ex-US
Li Auto Inc. Sponsored ADR Class A,LI,Consumer Discretionary,MSCI ACWI ex-US
ageas SA/NV,AGS-BE,Financials,MSCI ACWI ex-US
Hang Seng Bank Limited,11-HK,Financials,MSCI ACWI ex-US
TOKYO GAS Co. Ltd.,9531-JP,Utilities,MSCI ACWI ex-US
Wal-Mart de Mexico SAB de CV,WALMEX-MX,Consumer Staples,MSCI ACWI ex-US
Cemex SAB de CV Cert Part Ord Repr 2 ShsA & 1 ShsB,CEMEXCPO-MX,Materials,MSCI ACWI ex-US
ArcelorMittal SA,MT-NL,Materials,MSCI ACWI ex-US
Daiwa Securities Group Inc.,8601-JP,Financials,MSCI ACWI ex-US
BT Group plc,BT.A-GB,Communication Services,MSCI ACWI ex-US
Securitas AB Class B,SECU.B-SE,Industrials,MSCI ACWI ex-US
Newcrest Mining Limited,NCM-AU,Materials,MSCI ACWI ex-US
Kajima Corporation,1812-JP,Industrials,MSCI ACWI ex-US
Yamaha Motor Co. Ltd.,7272-JP,Consumer Discretionary,MSCI ACWI ex-US
Orsted,ORSTED-DK,Utilities,MSCI ACWI ex-US
CapitaLand Investment Limited,9CI-SG,Real Estate,MSCI ACWI ex-US
Novozymes A/S Class B,NZYM.B-DK,Materials,MSCI ACWI ex-US
Nomura Holdings Inc.,8604-JP,Financials,MSCI ACWI ex-US
BeiGene Ltd. Sponsored ADR,BGNE,Health Care,MSCI ACWI ex-US
Korea Zinc Co. Ltd.,010130-KR,Materials,MSCI ACWI ex-US
CGI Inc. Class A,GIB.A-CA,Information Technology,MSCI ACWI ex-US
Chiba Bank Ltd.,8331-JP,Financials,MSCI ACWI ex-US
Julius Baer Gruppe AG,BAER-CH,Financials,MSCI ACWI ex-US
Gildan Activewear Inc.,GIL-CA,Consumer Discretionary,MSCI ACWI ex-US
LIXIL Corporation,5938-JP,Industrials,MSCI ACWI ex-US
China Life Insurance Co. Ltd. Class H,2628-HK,Financials,MSCI ACWI ex-US
KT & G Corporation,033780-KR,Consumer Staples,MSCI ACWI ex-US
ANTA Sports Products Ltd.,2020-HK,Consumer Discretionary,MSCI ACWI ex-US
TOPPAN INC.,7911-JP,Industrials,MSCI ACWI ex-US
EDP-Energias de Portugal SA,EDP-PT,Utilities,MSCI ACWI ex-US
Yara International ASA,YAR-NO,Materials,MSCI ACWI ex-US
Samsung Securities Co. Ltd.,016360-KR,Financials,MSCI ACWI ex-US
NEC Corp.,6701-JP,Information Technology,MSCI ACWI ex-US
Sumitomo Electric Industries Ltd.,5802-JP,Consumer Discretionary,MSCI ACWI ex-US
Grupo Mexico S.A.B. de C.V. Class B,GMEXICOB-MX,Materials,MSCI ACWI ex-US
Henderson Land Development Co. Ltd.,12-HK,Real Estate,MSCI ACWI ex-US
CLP Holdings Limited,2-HK,Utilities,MSCI ACWI ex-US
Snam S.p.A.,SRG-IT,Utilities,MSCI ACWI ex-US
Cenovus Energy Inc.,CVE-CA,Energy,MSCI ACWI ex-US
Delivery Hero SE,DHER-DE,Consumer Discretionary,MSCI ACWI ex-US
Globant SA,GLOB,Information Technology,MSCI ACWI ex-US
Giant Manufacturing Co. Ltd.,9921-TW,Consumer Discretionary,MSCI ACWI ex-US
Tele2 AB Class B,TEL2.B-SE,Communication Services,MSCI ACWI ex-US
Hana Financial Group Inc.,086790-KR,Financials,MSCI ACWI ex-US
NCsoft Corporation,036570-KR,Communication Services,MSCI ACWI ex-US
Sino Biopharmaceutical Limited,1177-HK,Health Care,MSCI ACWI ex-US
Atlantia S.p.A,ATL-IT,Industrials,MSCI ACWI ex-US
Uni-President Enterprises Corp.,1216-TW,Consumer Staples,MSCI ACWI ex-US
B3 SA - Brasil Bolsa Balcao,B3SA3-BR,Financials,MSCI ACWI ex-US
Standard Bank Group Limited,SBK-ZA,Financials,MSCI ACWI ex-US
Commercial International Bank (Egypt) SAE,COMI-EG,Financials,MSCI ACWI ex-US
Open Text Corporation,OTEX-CA,Information Technology,MSCI ACWI ex-US
Yandex NV Class A,YNDX,Communication Services,MSCI ACWI ex-US
SKF AB Class B,SKF.B-SE,Industrials,MSCI ACWI ex-US
Sonova Holding AG,SOON-CH,Health Care,MSCI ACWI ex-US
Alstom SA,ALO-FR,Industrials,MSCI ACWI ex-US
Credicorp Ltd.,BAP,Financials,MSCI ACWI ex-US
Sumitomo Chemical Co. Ltd.,4005-JP,Materials,MSCI ACWI ex-US
Mitsui Chemicals Inc.,4183-JP,Materials,MSCI ACWI ex-US
Insurance Australia Group Limited,IAG-AU,Financials,MSCI ACWI ex-US
Bouygues SA,EN-FR,Industrials,MSCI ACWI ex-US
Kintetsu Group Holdings Co. Ltd.,9041-JP,Industrials,MSCI ACWI ex-US
Nissan Motor Co. Ltd.,7201-JP,Consumer Discretionary,MSCI ACWI ex-US
Bajaj Finance Limited,500034-IN,Financials,MSCI ACWI ex-US
CK Hutchison Holdings Ltd,1-HK,Industrials,MSCI ACWI ex-US
Land Securities Group PLC,LAND-GB,Real Estate,MSCI ACWI ex-US
Restaurant Brands International Inc,QSR,Consumer Discretionary,MSCI ACWI ex-US
Boubyan Bank K.S.C.,BOUBYAN-KW,Financials,MSCI ACWI ex-US
Smurfit Kappa Group Plc,SK3-IE,Materials,MSCI ACWI ex-US
Hang Lung Properties Limited,101-HK,Real Estate,MSCI ACWI ex-US
Sanlam Limited,SLM-ZA,Financials,MSCI ACWI ex-US
Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,BP3R82,Consumer Staples,MSCI ACWI ex-US
Trip.com Group Ltd. Sponsored ADR,TCOM,Consumer Discretionary,MSCI ACWI ex-US
Cameco Corporation,CCO-CA,Energy,MSCI ACWI ex-US
Santos Limited,STO-AU,Energy,MSCI ACWI ex-US
Kansai Electric Power Company Incorporated,9503-JP,Utilities,MSCI ACWI ex-US
Samsung Fire & Marine Insurance Co. Ltd,000810-KR,Financials,MSCI ACWI ex-US
Galaxy Entertainment Group Limited,27-HK,Consumer Discretionary,MSCI ACWI ex-US
Kotak Mahindra Bank Limited,500247-IN,Financials,MSCI ACWI ex-US
Hyundai Mobis Co. Ltd,012330-KR,Consumer Discretionary,MSCI ACWI ex-US
InterContinental Hotels Group PLC,IHG-GB,Consumer Discretionary,MSCI ACWI ex-US
HelloFresh SE,HFG-DE,Consumer Discretionary,MSCI ACWI ex-US
Telstra Corporation Limited,TLS-AU,Communication Services,MSCI ACWI ex-US
SK Innovation Co. Ltd,096770-KR,Energy,MSCI ACWI ex-US
Accor SA,AC-FR,Consumer Discretionary,MSCI ACWI ex-US
Naturgy Energy Group S.A.,NTGY-ES,Utilities,MSCI ACWI ex-US
Siemens Energy AG,ENR-DE,Industrials,MSCI ACWI ex-US
Entain PLC,ENT-GB,Consumer Discretionary,MSCI ACWI ex-US
Tech Mahindra Limited,532755-IN,Information Technology,MSCI ACWI ex-US
Whitbread PLC,WTB-GB,Consumer Discretionary,MSCI ACWI ex-US
PT Astra International Tbk,ASII-ID,Consumer Discretionary,MSCI ACWI ex-US
Mobile TeleSystems PJSC Sponsored ADR,MBT,Communication Services,MSCI ACWI ex-US
Aristocrat Leisure Limited,ALL-AU,Consumer Discretionary,MSCI ACWI ex-US
Shenzhou International Group Holdings Limited,2313-HK,Consumer Discretionary,MSCI ACWI ex-US
Meridian Energy Limited,MEL-NZ,Utilities,MSCI ACWI ex-US
West Japan Railway Company,9021-JP,Industrials,MSCI ACWI ex-US
Chailease Holding Co. Ltd.,5871-TW,Financials,MSCI ACWI ex-US
Dollarama Inc.,DOL-CA,Consumer Discretionary,MSCI ACWI ex-US
Mitsubishi Heavy Industries Ltd.,7011-JP,Industrials,MSCI ACWI ex-US
PT Bank Mandiri (Persero) Tbk,BMRI-ID,Financials,MSCI ACWI ex-US
Capitec Bank Holdings Limited,CPI-ZA,Financials,MSCI ACWI ex-US
Origin Energy Limited,ORG-AU,Utilities,MSCI ACWI ex-US
Shree Cement Limited,500387-IN,Materials,MSCI ACWI ex-US
J Sainsbury plc,SBRY-GB,Consumer Staples,MSCI ACWI ex-US
China Steel Corporation,2002-TW,Materials,MSCI ACWI ex-US
Silergy Corp.,6415-TW,Information Technology,MSCI ACWI ex-US
Adecco Group AG,ADEN-CH,Industrials,MSCI ACWI ex-US
Continental AG,CON-DE,Consumer Discretionary,MSCI ACWI ex-US
Chubu Electric Power CompanyIncorporated,9502-JP,Utilities,MSCI ACWI ex-US
ENN Energy Holdings Limited,2688-HK,Utilities,MSCI ACWI ex-US
Raiffeisen Bank International AG,RBI-AT,Financials,MSCI ACWI ex-US
Alibaba Group Holding Ltd. Sponsored ADR,BABA,Consumer Discretionary,MSCI ACWI ex-US
Japan Exchange Group Inc.,8697-JP,Financials,MSCI ACWI ex-US
Emirates Telecommunications Group Company PJSC,ETISALAT-AE,Communication Services,MSCI ACWI ex-US
Bilibili Inc. Sponsored ADR Class Z,BILI,Communication Services,MSCI ACWI ex-US
State Bank of India,500112-IN,Financials,MSCI ACWI ex-US
Asian Paints Ltd.,500820-IN,Materials,MSCI ACWI ex-US
Bausch Health Companies Inc.,BHC-CA,Health Care,MSCI ACWI ex-US
Abrdn plc,ABDN-GB,Financials,MSCI ACWI ex-US
Wipro Limited,507685-IN,Information Technology,MSCI ACWI ex-US
Covestro AG,1COV-DE,Materials,MSCI ACWI ex-US
Concordia Financial Group Ltd.,7186-JP,Financials,MSCI ACWI ex-US
IGM Financial Inc.,IGM-CA,Financials,MSCI ACWI ex-US
Marico Limited,531642-IN,Consumer Staples,MSCI ACWI ex-US
Contemporary Amperex Technology Co. Ltd. Class A,BHQPSY,Industrials,MSCI ACWI ex-US
Suzuki Motor Corp.,7269-JP,Consumer Discretionary,MSCI ACWI ex-US
Coloplast A/S Class B,COLO.B-DK,Health Care,MSCI ACWI ex-US
New World Development Co. Ltd.,17-HK,Real Estate,MSCI ACWI ex-US
Lojas Renner S.A.,LREN3-BR,Consumer Discretionary,MSCI ACWI ex-US
Aisin Corporation,7259-JP,Consumer Discretionary,MSCI ACWI ex-US
Kingdee International Software Group Co. Ltd.,268-HK,Information Technology,MSCI ACWI ex-US
QBE Insurance Group Limited,QBE-AU,Financials,MSCI ACWI ex-US
GlobalWafers Co. Ltd.,6488-TW,Information Technology,MSCI ACWI ex-US
Mediobanca S.p.A.,MB-IT,Financials,MSCI ACWI ex-US
Greek Organisation of Football Prognostics SA,OPAP-GR,Consumer Discretionary,MSCI ACWI ex-US
South32 Ltd.,S32-AU,Materials,MSCI ACWI ex-US
Check Point Software Technologies Ltd.,CHKP,Information Technology,MSCI ACWI ex-US
PUMA SE,PUM-DE,Consumer Discretionary,MSCI ACWI ex-US
Nitori Holdings Co. Ltd.,9843-JP,Consumer Discretionary,MSCI ACWI ex-US
Bajaj Finserv Limited,532978-IN,Financials,MSCI ACWI ex-US
Pearson PLC,PSON-GB,Communication Services,MSCI ACWI ex-US
Agnico Eagle Mines Limited,AEM-CA,Materials,MSCI ACWI ex-US
CJ CheilJedang Corporation,097950-KR,Consumer Staples,MSCI ACWI ex-US
Bank Albilad,1140-SA,Financials,MSCI ACWI ex-US
Ambuja Cements Limited,500425-IN,Materials,MSCI ACWI ex-US
Agricultural Bank of China Limited Class H,1288-HK,Financials,MSCI ACWI ex-US
China Overseas Land & Investment Limited,688-HK,Real Estate,MSCI ACWI ex-US
Tata Steel Limited,500470-IN,Materials,MSCI ACWI ex-US
Lendlease Group,LLC-AU,Real Estate,MSCI ACWI ex-US
Sociedad Quimica Y Minera De Chile S.A. Sponsored ADR Pfd Class B,SQM,Materials,MSCI ACWI ex-US
UltraTech Cement Limited,532538-IN,Materials,MSCI ACWI ex-US
Hindalco Industries Limited,500440-IN,Materials,MSCI ACWI ex-US
Gold Fields Limited,GFI-ZA,Materials,MSCI ACWI ex-US
CK Asset Holdings Limited,1113-HK,Real Estate,MSCI ACWI ex-US
SK Inc.,034730-KR,Industrials,MSCI ACWI ex-US
CSPC Pharmaceutical Group Limited,1093-HK,Health Care,MSCI ACWI ex-US
Xero Limited,XRO-AU,Information Technology,MSCI ACWI ex-US
MOL Hungarian Oil & Gas Plc Class A,MOL-HU,Energy,MSCI ACWI ex-US
Info Edge India Ltd.,532777-IN,Communication Services,MSCI ACWI ex-US
Surgutneftegas PJSC Sponsored ADR Pfd,SGTPY,Unassigned,MSCI ACWI ex-US
China Merchants Port Holdings Co. Ltd.,144-HK,Industrials,MSCI ACWI ex-US
Bank of Communications Co. Ltd. Class H,3328-HK,Financials,MSCI ACWI ex-US
Ocado Group PLC,OCDO-GB,Consumer Staples,MSCI ACWI ex-US
United Spirits Limited,532432-IN,Consumer Staples,MSCI ACWI ex-US
Kinross Gold Corporation,K-CA,Materials,MSCI ACWI ex-US
Discovery Limited,DSY-ZA,Financials,MSCI ACWI ex-US
Lasertec Corp.,6920-JP,Information Technology,MSCI ACWI ex-US
Temenos AG,TEMN-CH,Information Technology,MSCI ACWI ex-US
Haier Smart Home Co. Ltd. Class H,6690-HK,Consumer Discretionary,MSCI ACWI ex-US
CP All Public Co. Ltd. NVDR,CPALL.R-TH,Consumer Staples,MSCI ACWI ex-US
PetroChina Company Limited Class H,857-HK,Energy,MSCI ACWI ex-US
Ajinomoto Co. Inc.,2802-JP,Consumer Staples,MSCI ACWI ex-US
Country Garden Services Holdings Co. Ltd.,6098-HK,Real Estate,MSCI ACWI ex-US
Otsuka Holdings Co. Ltd.,4578-JP,Health Care,MSCI ACWI ex-US
Zalando SE,ZAL-DE,Consumer Discretionary,MSCI ACWI ex-US
Edenred SA,EDEN-FR,Information Technology,MSCI ACWI ex-US
AngloGold Ashanti Limited,ANG-ZA,Materials,MSCI ACWI ex-US
Henkel AG & Co. KGaA Pref,HEN3-DE,Consumer Staples,MSCI ACWI ex-US
NAURA Technology Group Co Ltd Class A,BD5LYF,Information Technology,MSCI ACWI ex-US
Genscript Biotech Corporation,1548-HK,Health Care,MSCI ACWI ex-US
NatWest Group Plc,NWG-GB,Financials,MSCI ACWI ex-US
Innovent Biologics Inc.,1801-HK,Health Care,MSCI ACWI ex-US
Magazine Luiza S.A.,MGLU3-BR,Consumer Discretionary,MSCI ACWI ex-US
Chongqing Brewery Co.Ltd Class A,BP3RCZ,Consumer Staples,MSCI ACWI ex-US
ASE Technology Holding Co. Ltd.,3711-TW,Information Technology,MSCI ACWI ex-US
Teva Pharmaceutical Industries Limited Sponsored ADR,TEVA,Health Care,MSCI ACWI ex-US
JFE Holdings Inc.,5411-JP,Materials,MSCI ACWI ex-US
Taishin Financial Holdings Co. Ltd.,2887-TW,Financials,MSCI ACWI ex-US
Raia Drogasil S.A.,RADL3-BR,Consumer Staples,MSCI ACWI ex-US
Dialog Group Bhd.,7277-MY,Energy,MSCI ACWI ex-US
PPB Group Bhd.,4065-MY,Consumer Staples,MSCI ACWI ex-US
INPEX CORPORATION,1605-JP,Energy,MSCI ACWI ex-US
CIMB Group Holdings Bhd,1023-MY,Financials,MSCI ACWI ex-US
Tingyi (Cayman Islands) Holding Corp.,322-HK,Consumer Staples,MSCI ACWI ex-US
Sun Pharmaceutical Industries Limited,524715-IN,Health Care,MSCI ACWI ex-US
Nokia Oyj,NOKIA-FR,Information Technology,MSCI ACWI ex-US
Shimano Inc.,7309-JP,Consumer Discretionary,MSCI ACWI ex-US
Elisa Oyj Class A,ELISA-FI,Communication Services,MSCI ACWI ex-US
Wix.com Ltd.,WIX,Information Technology,MSCI ACWI ex-US
GoerTek Inc. Class A,BD5CNT,Information Technology,MSCI ACWI ex-US
Teleperformance SA,TEP-FR,Industrials,MSCI ACWI ex-US
Shriram Transport Finance Co. Ltd.,511218-IN,Financials,MSCI ACWI ex-US
Saudi Telecom Co.,7010-SA,Communication Services,MSCI ACWI ex-US
Kirkland Lake Gold Ltd.,KL-CA,Materials,MSCI ACWI ex-US
Ashtead Group plc,AHT-GB,Industrials,MSCI ACWI ex-US
Fisher & Paykel Healthcare Corporation Limited,FPH-NZ,Health Care,MSCI ACWI ex-US
Mahindra & Mahindra Ltd. Sponsored GDR RegS,MHID-GB,Consumer Discretionary,MSCI ACWI ex-US
Bupa Arabia for Cooperative Insurance Co.,8210-SA,Financials,MSCI ACWI ex-US
WEG S.A.,WEGE3-BR,Industrials,MSCI ACWI ex-US
Telia Company AB,TELIA-SE,Communication Services,MSCI ACWI ex-US
PICC Property & Casualty Co. Ltd. Class H,2328-HK,Financials,MSCI ACWI ex-US
Saudi Electricity Co.,5110-SA,Utilities,MSCI ACWI ex-US
PKO Bank Polski S.A.,PKO-PL,Financials,MSCI ACWI ex-US
China Pacific Insurance (Group) Co. Ltd. Class H,2601-HK,Financials,MSCI ACWI ex-US
Actividades de Construccion y Servicios SA,ACS-ES,Industrials,MSCI ACWI ex-US
Anglo American Platinum Limited,AMS-ZA,Materials,MSCI ACWI ex-US
Sumitomo Mitsui Trust Holdings Inc.,8309-JP,Financials,MSCI ACWI ex-US
ITC Limited,500875-IN,Consumer Staples,MSCI ACWI ex-US
Riyad Bank,1010-SA,Financials,MSCI ACWI ex-US
Grupo Televisa S.A.B.,TLEVISACPO-MX,Communication Services,MSCI ACWI ex-US
Xinyi Solar Holdings Ltd.,968-HK,Information Technology,MSCI ACWI ex-US
First Abu Dhabi Bank P.J.S.C.,FAB-AE,Financials,MSCI ACWI ex-US
Rakuten Group Inc.,4755-JP,Consumer Discretionary,MSCI ACWI ex-US
Larsen & Toubro Infotech Ltd,540005-IN,Information Technology,MSCI ACWI ex-US
Lightspeed Commerce Inc,LSPD-CA,Information Technology,MSCI ACWI ex-US
Enel Americas S.A. Sponsored ADR,ENIA,Utilities,MSCI ACWI ex-US
Spark New Zealand Limited,SPK-NZ,Communication Services,MSCI ACWI ex-US
Huazhu Group Ltd Sponsored ADR,HTHT,Consumer Discretionary,MSCI ACWI ex-US
Endeavour Group Ltd,EDV-AU,Consumer Staples,MSCI ACWI ex-US
HDFC Life Insurance Co. Ltd.,540777-IN,Financials,MSCI ACWI ex-US
Unimicron Technology Corp.,3037-TW,Information Technology,MSCI ACWI ex-US
