Name,Ticker,Sector,Category
CHINA FIBER OPTIC NETWORK SYST ORDINARY ,936QAM90,Unassigned,Portfolio Emerging Markets
CHINA HUISHAN DAIRY HOLDINGS C ORDINARY ,70886716,Unassigned,Portfolio Emerging Markets
CHINA HUIYUAN JUICE GROUP LTD ORDINARY H,942FFK90,Unassigned,Portfolio Emerging Markets
CORE Education & Technologies Limited,512199-IN,Unassigned,Portfolio Emerging Markets
Era Infra Engineering Limited,530323-IN,Unassigned,Portfolio Emerging Markets
Folli Follie S.A.,FFGRP-GR,Consumer Discretionary,Portfolio Emerging Markets
Gitanjali Gems Ltd,532715-IN,Consumer Discretionary,Portfolio Emerging Markets
Group Five Limited,GRF-ZA,Unassigned,Portfolio Emerging Markets
Gujarat NRE Coke Ltd,512579-IN,Unassigned,Portfolio Emerging Markets
Gulf General Investments Co. (P.S.C),GGICO-AE,Financials,Portfolio Emerging Markets
Hanergy Thin Film Power Group Ltd.,566-HK,Information Technology,Portfolio Emerging Markets
Lanco Infratech Limited,532778-IN,Industrials,Portfolio Emerging Markets
National Agricultural Holdings Limited,1236-HK,Unassigned,Portfolio Emerging Markets
PT Sigmagold Inti Perkasa Tbk,TMPI-ID,Information Technology,Portfolio Emerging Markets
Pihsiang Machinery Manufacturing Co. Ltd.,1729-TW,Unassigned,Portfolio Emerging Markets
Promos Technologies Inc,5387-TW,Unassigned,Portfolio Emerging Markets
REAL NUTRICEUTICAL GROUP LTD ( ORDINARY ,942GAZ90,Unassigned,Portfolio Emerging Markets
Nestle S.A.,NESN-CH,Consumer Staples,Portfolio Europe
ASML Holding NV,ASML-NL,Information Technology,Portfolio Europe
Roche Holding Ltd,ROG-CH,Health Care,Portfolio Europe
LVMH Moet Hennessy Louis Vuitton SE,MC-FR,Consumer Discretionary,Portfolio Europe
Novartis AG,NOVN-CH,Health Care,Portfolio Europe
AstraZeneca PLC,AZN-GB,Health Care,Portfolio Europe
Novo Nordisk A/S Class B,NOVO.B-DK,Health Care,Portfolio Europe
Linde plc,LIN-DE,Materials,Portfolio Europe
SAP SE,SAP-DE,Information Technology,Portfolio Europe
Unilever PLC,ULVR-GB,Consumer Staples,Portfolio Europe
TotalEnergies SE,TTE-FR,Energy,Portfolio Europe
HSBC Holdings Plc,HSBA-GB,Financials,Portfolio Europe
Siemens AG,SIE-DE,Industrials,Portfolio Europe
Diageo plc,DGE-GB,Consumer Staples,Portfolio Europe
Sanofi,SAN-FR,Health Care,Portfolio Europe
L'Oreal SA,OR-FR,Consumer Staples,Portfolio Europe
GlaxoSmithKline plc,GSK-GB,Health Care,Portfolio Europe
Schneider Electric SE,SU-FR,Industrials,Portfolio Europe
BP p.l.c.,BP-GB,Energy,Portfolio Europe
Allianz SE,ALV-DE,Financials,Portfolio Europe
Royal Dutch Shell Plc Class A,RDSA-NL,Energy,Portfolio Europe
Adyen NV,ADYEN-NL,Information Technology,Portfolio Europe
Daimler AG,DAI-DE,Consumer Discretionary,Portfolio Europe
Royal Dutch Shell Plc Class B,RDSB-GB,Energy,Portfolio Europe
Air Liquide SA,AI-FR,Materials,Portfolio Europe
Prosus N.V. Class N,PRX-NL,Consumer Discretionary,Portfolio Europe
BNP Paribas SA Class A,BNP-FR,Financials,Portfolio Europe
Airbus SE,AIR-FR,Industrials,Portfolio Europe
British American Tobacco p.l.c.,BATS-GB,Consumer Staples,Portfolio Europe
Iberdrola SA,IBE-ES,Utilities,Portfolio Europe
Rio Tinto plc,RIO-GB,Materials,Portfolio Europe
Zurich Insurance Group Ltd,ZURN-CH,Financials,Portfolio Europe
BASF SE,BAS-DE,Materials,Portfolio Europe
Banco Santander S.A.,SAN-ES,Financials,Portfolio Europe
Enel SpA,ENEL-IT,Utilities,Portfolio Europe
Compagnie Financiere Richemont SA,CFR-CH,Consumer Discretionary,Portfolio Europe
VINCI SA,DG-FR,Industrials,Portfolio Europe
UBS Group AG,UBSG-CH,Financials,Portfolio Europe
EssilorLuxottica SA,EL-FR,Consumer Discretionary,Portfolio Europe
RELX PLC,REL-GB,Industrials,Portfolio Europe
Lonza Group AG,LONN-CH,Health Care,Portfolio Europe
adidas AG,ADS-DE,Consumer Discretionary,Portfolio Europe
Infineon Technologies AG,IFX-DE,Information Technology,Portfolio Europe
Deutsche Post AG,DPW-DE,Industrials,Portfolio Europe
Deutsche Telekom AG,DTE-DE,Communication Services,Portfolio Europe
AXA SA,CS-FR,Financials,Portfolio Europe
Reckitt Benckiser Group plc,RKT-GB,Consumer Staples,Portfolio Europe
ING Groep NV,INGA-NL,Financials,Portfolio Europe
Hermes International SCA,RMS-FR,Consumer Discretionary,Portfolio Europe
BHP Group Plc,BHP-GB,Materials,Portfolio Europe
ABB Ltd.,ABBN-CH,Industrials,Portfolio Europe
Bayer AG,BAYN-DE,Health Care,Portfolio Europe
Kering SA,KER-FR,Consumer Discretionary,Portfolio Europe
Glencore plc,GLEN-GB,Materials,Portfolio Europe
Prudential plc,PRU-GB,Financials,Portfolio Europe
Intesa Sanpaolo S.p.A.,ISP-IT,Financials,Portfolio Europe
Anheuser-Busch InBev SA/NV,ABI-BE,Consumer Staples,Portfolio Europe
Safran S.A.,SAF-FR,Industrials,Portfolio Europe
Lloyds Banking Group plc,LLOY-GB,Financials,Portfolio Europe
Anglo American plc,AAL-GB,Materials,Portfolio Europe
Pernod Ricard SA,RI-FR,Consumer Staples,Portfolio Europe
Banco Bilbao Vizcaya Argentaria S.A.,BBVA-ES,Financials,Portfolio Europe
National Grid plc,NG-GB,Utilities,Portfolio Europe
DSV A/S,DSV-DK,Industrials,Portfolio Europe
Sika AG,SIKA-CH,Materials,Portfolio Europe
Experian PLC,EXPN-GB,Industrials,Portfolio Europe
Nordea Bank Abp,NDA.SE-SE,Financials,Portfolio Europe
Barclays PLC,BARC-GB,Financials,Portfolio Europe
Vestas Wind Systems A/S,VWS-DK,Industrials,Portfolio Europe
Koninklijke Philips N.V.,PHIA-NL,Health Care,Portfolio Europe
Vodafone Group Plc,VOD-GB,Communication Services,Portfolio Europe
Danone SA,BN-FR,Consumer Staples,Portfolio Europe
Investor AB Class B,INVE.B-SE,Financials,Portfolio Europe
Dassault Systemes SA,DSY-FR,Information Technology,Portfolio Europe
Munich Reinsurance Company,MUV2-DE,Financials,Portfolio Europe
Atlas Copco AB Class A,ATCO.A-SE,Industrials,Portfolio Europe
Alcon AG,ALC-CH,Health Care,Portfolio Europe
Volkswagen AG Pref,VOW3-DE,Consumer Discretionary,Portfolio Europe
Industria de Diseno Textil S.A.,ITX-ES,Consumer Discretionary,Portfolio Europe
Partners Group Holding AG,PGHN-CH,Financials,Portfolio Europe
Capgemini SE,CAP-FR,Information Technology,Portfolio Europe
Koninklijke DSM N.V.,DSM-NL,Materials,Portfolio Europe
CRH Plc,CRG-IE,Materials,Portfolio Europe
Compass Group PLC,CPG-GB,Consumer Discretionary,Portfolio Europe
Ashtead Group plc,AHT-GB,Industrials,Portfolio Europe
Givaudan SA,GIVN-CH,Materials,Portfolio Europe
Volvo AB Class B,VOLV.B-SE,Industrials,Portfolio Europe
Compagnie de Saint-Gobain SA,SGO-FR,Industrials,Portfolio Europe
Eni S.p.A.,ENI-IT,Energy,Portfolio Europe
EQT AB,EQT-SE,Financials,Portfolio Europe
Ferguson Plc,FERG-GB,Industrials,Portfolio Europe
Koninklijke Ahold Delhaize N.V.,AD-NL,Consumer Staples,Portfolio Europe
Telefonaktiebolaget LM Ericsson Class B,ERIC.B-SE,Information Technology,Portfolio Europe
Cellnex Telecom S.A.,CLNX-ES,Communication Services,Portfolio Europe
Flutter Entertainment Plc,FLTR-IE,Consumer Discretionary,Portfolio Europe
Bayerische Motoren Werke AG,BMW-DE,Consumer Discretionary,Portfolio Europe
Hexagon AB Class B,HEXA.B-SE,Information Technology,Portfolio Europe
Deutsche Boerse AG,DB1-DE,Financials,Portfolio Europe
Vonovia SE,VNA-DE,Real Estate,Portfolio Europe
London Stock Exchange Group plc,LSEG-GB,Financials,Portfolio Europe
STMicroelectronics NV,STM-IT,Information Technology,Portfolio Europe
Evolution AB,EVO-SE,Consumer Discretionary,Portfolio Europe
Nokia Oyj,NOKIA-FI,Information Technology,Portfolio Europe
Merck KGaA,MRK-DE,Health Care,Portfolio Europe
Amadeus IT Group SA Class A,AMS-ES,Information Technology,Portfolio Europe
UniCredit S.p.A.,UCG-IT,Financials,Portfolio Europe
Genmab A/S,GMAB-DK,Health Care,Portfolio Europe
Legrand SA,LR-FR,Industrials,Portfolio Europe
ASSA ABLOY AB Class B,ASSA.B-SE,Industrials,Portfolio Europe
Ferrari NV,RACE-IT,Consumer Discretionary,Portfolio Europe
Tesco PLC,TSCO-GB,Consumer Staples,Portfolio Europe
Societe Generale S.A. Class A,GLE-FR,Financials,Portfolio Europe
Holcim Ltd,HOLN-CH,Materials,Portfolio Europe
Assicurazioni Generali S.p.A.,G-IT,Financials,Portfolio Europe
Geberit AG,GEBN-CH,Industrials,Portfolio Europe
Wolters Kluwer NV,WKL-NL,Industrials,Portfolio Europe
Swiss Re AG,SREN-CH,Financials,Portfolio Europe
Sandvik AB,SAND-SE,Industrials,Portfolio Europe
Kone Oyj Class B,KNEBV-FI,Industrials,Portfolio Europe
Equinor ASA,EQNR-NO,Energy,Portfolio Europe
Sampo Oyj Class A,SAMPO-FI,Financials,Portfolio Europe
E.ON SE,EOAN-DE,Utilities,Portfolio Europe
Orsted,ORSTED-DK,Utilities,Portfolio Europe
Deutsche Bank AG,DBK-DE,Financials,Portfolio Europe
Compagnie Generale des Etablissements Michelin SCA,ML-FR,Consumer Discretionary,Portfolio Europe
ENGIE SA.,ENGI-FR,Utilities,Portfolio Europe
Heineken NV,HEIA-NL,Consumer Staples,Portfolio Europe
RWE AG,RWE-DE,Utilities,Portfolio Europe
Credit Suisse Group AG,CSGN-CH,Financials,Portfolio Europe
Skandinaviska Enskilda Banken AB Class A,SEB.A-SE,Financials,Portfolio Europe
Telefonica SA,TEF-ES,Communication Services,Portfolio Europe
Teleperformance SA,TEP-FR,Industrials,Portfolio Europe
BAE Systems plc,BA-GB,Industrials,Portfolio Europe
Neste Corporation,NESTE-FI,Energy,Portfolio Europe
Straumann Holding AG,STMN-CH,Health Care,Portfolio Europe
Legal & General Group Plc,LGEN-GB,Financials,Portfolio Europe
SSE plc,SSE-GB,Utilities,Portfolio Europe
KBC Group N.V.,KBC-BE,Financials,Portfolio Europe
Delivery Hero SE,DHER-DE,Consumer Discretionary,Portfolio Europe
Universal Music Group N.V.,UMG-NL,Communication Services,Portfolio Europe
ArcelorMittal SA,MT-NL,Materials,Portfolio Europe
Orange SA,ORA-FR,Communication Services,Portfolio Europe
Sonova Holding AG,SOON-CH,Health Care,Portfolio Europe
Zalando SE,ZAL-DE,Consumer Discretionary,Portfolio Europe
Stellantis N.V.,STLA-IT,Consumer Discretionary,Portfolio Europe
Akzo Nobel N.V.,AKZA-NL,Materials,Portfolio Europe
SEGRO plc,SGRO-GB,Real Estate,Portfolio Europe
DNB Bank ASA,DNB-NO,Financials,Portfolio Europe
Veolia Environnement SA,VIE-FR,Utilities,Portfolio Europe
Aviva plc,AV-GB,Financials,Portfolio Europe
ASM International N.V.,ASM-NL,Information Technology,Portfolio Europe
Atlas Copco AB Class B,ATCO.B-SE,Industrials,Portfolio Europe
NIBE Industrier AB Class B,NIBE.B-SE,Industrials,Portfolio Europe
Kerry Group Plc Class A,KRZ-IE,Consumer Staples,Portfolio Europe
Credit Agricole SA,ACA-FR,Financials,Portfolio Europe
Swedbank AB Class A,SWED.A-SE,Financials,Portfolio Europe
Stellantis N.V.,STLA-FR,Consumer Discretionary,Portfolio Europe
Imperial Brands PLC,IMB-GB,Consumer Staples,Portfolio Europe
Essity AB Class B,ESSITY.B-SE,Consumer Staples,Portfolio Europe
Coloplast A/S Class B,COLO.B-DK,Health Care,Portfolio Europe
UPM-Kymmene Oyj,UPM-FI,Materials,Portfolio Europe
Fresenius SE & Co. KGaA,FRE-DE,Health Care,Portfolio Europe
Siemens Healthineers AG,SHL-DE,Health Care,Portfolio Europe
Croda International Plc,CRDA-GB,Materials,Portfolio Europe
SGS SA,SGSN-CH,Industrials,Portfolio Europe
3i Group plc,III-GB,Financials,Portfolio Europe
Kingspan Group Plc,KRX-IE,Industrials,Portfolio Europe
Repsol SA,REP-ES,Energy,Portfolio Europe
Kuehne & Nagel International AG,KNIN-CH,Industrials,Portfolio Europe
A.P. Moller - Maersk A/S Class B,MAERSK.B-DK,Industrials,Portfolio Europe
Standard Chartered PLC,STAN-GB,Financials,Portfolio Europe
Svenska Handelsbanken AB Class A,SHB.A-SE,Financials,Portfolio Europe
Swiss Life Holding AG,SLHN-CH,Financials,Portfolio Europe
WPP Plc,WPP-GB,Communication Services,Portfolio Europe
CNH Industrial NV,CNHI-IT,Industrials,Portfolio Europe
NN Group N.V.,NN-NL,Financials,Portfolio Europe
Ferrovial S.A.,FER-ES,Industrials,Portfolio Europe
Symrise AG,SY1-DE,Materials,Portfolio Europe
Carlsberg AS Class B,CARL.B-DK,Consumer Staples,Portfolio Europe
EDP-Energias de Portugal SA,EDP-PT,Utilities,Portfolio Europe
Entain PLC,ENT-GB,Consumer Discretionary,Portfolio Europe
NatWest Group Plc,NWG-GB,Financials,Portfolio Europe
Sartorius AG Pref,SRT3-DE,Health Care,Portfolio Europe
Publicis Groupe SA,PUB-FR,Communication Services,Portfolio Europe
Julius Baer Gruppe AG,BAER-CH,Financials,Portfolio Europe
Henkel AG & Co. KGaA Pref,HEN3-DE,Consumer Staples,Portfolio Europe
Porsche Automobil Holding SE Pref,PAH3-DE,Consumer Discretionary,Portfolio Europe
Spirax-Sarco Engineering PLC,SPX-GB,Industrials,Portfolio Europe
Moncler SpA,MONC-IT,Consumer Discretionary,Portfolio Europe
Ocado Group PLC,OCDO-GB,Consumer Staples,Portfolio Europe
Epiroc AB Class A,EPI.A-SE,Industrials,Portfolio Europe
Novozymes A/S Class B,NZYM.B-DK,Materials,Portfolio Europe
Halma plc,HLMA-GB,Information Technology,Portfolio Europe
arGEN-X SE,ARGX-BE,Health Care,Portfolio Europe
Smith & Nephew PLC,SN-GB,Health Care,Portfolio Europe
Rolls-Royce Holdings plc,RR-GB,Industrials,Portfolio Europe
Eurofins Scientific Societe Europeenne,ERF-FR,Health Care,Portfolio Europe
UCB S.A.,UCB-BE,Health Care,Portfolio Europe
Rentokil Initial plc,RTO-GB,Industrials,Portfolio Europe
Brenntag SE,BNR-DE,Industrials,Portfolio Europe
Investor AB Class A,INVE.A-SE,Financials,Portfolio Europe
Next plc,NXT-GB,Consumer Discretionary,Portfolio Europe
Logitech International S.A.,LOGN-CH,Information Technology,Portfolio Europe
BT Group plc,BT.A-GB,Communication Services,Portfolio Europe
HelloFresh SE,HFG-DE,Consumer Discretionary,Portfolio Europe
Pandora A/S,PNDORA-DK,Consumer Discretionary,Portfolio Europe
Swedish Match AB,SWMA-SE,Consumer Staples,Portfolio Europe
Swisscom AG,SCMN-CH,Communication Services,Portfolio Europe
H&M Hennes & Mauritz AB Class B,HM.B-SE,Consumer Discretionary,Portfolio Europe
Smurfit Kappa Group Plc,SK3-IE,Materials,Portfolio Europe
Worldline SA,WLN-FR,Information Technology,Portfolio Europe
Edenred SA,EDEN-FR,Information Technology,Portfolio Europe
Siemens Energy AG,ENR-DE,Industrials,Portfolio Europe
Sartorius Stedim Biotech SA,DIM-FR,Health Care,Portfolio Europe
Chocoladefabriken Lindt & Spruengli AG,LISN-CH,Consumer Staples,Portfolio Europe
Fresenius Medical Care AG & Co. KGaA,FME-DE,Health Care,Portfolio Europe
InterContinental Hotels Group PLC,IHG-GB,Consumer Discretionary,Portfolio Europe
VAT Group AG,VACN-CH,Industrials,Portfolio Europe
Mowi ASA,MOWI-NO,Consumer Staples,Portfolio Europe
Fortum Oyj,FORTUM-FI,Utilities,Portfolio Europe
Chocoladefabriken Lindt & Spruengli AG Partizipsch.,LISP-CH,Consumer Staples,Portfolio Europe
Alfa Laval AB,ALFA-SE,Industrials,Portfolio Europe
QIAGEN NV,QIA-DE,Health Care,Portfolio Europe
Erste Group Bank AG,EBS-AT,Financials,Portfolio Europe
Continental AG,CON-DE,Consumer Discretionary,Portfolio Europe
IMCD N.V.,IMCD-NL,Industrials,Portfolio Europe
PUMA SE,PUM-DE,Consumer Discretionary,Portfolio Europe
Bunzl plc,BNZL-GB,Industrials,Portfolio Europe
CaixaBank SA,CABK-ES,Financials,Portfolio Europe
Covestro AG,1COV-DE,Materials,Portfolio Europe
Mondi plc,MNDI-GB,Materials,Portfolio Europe
Aena SME SA,AENA-ES,Industrials,Portfolio Europe
Bouygues SA,EN-FR,Industrials,Portfolio Europe
Persimmon Plc,PSN-GB,Consumer Discretionary,Portfolio Europe
MTU Aero Engines AG,MTX-DE,Industrials,Portfolio Europe
Umicore,UMI-BE,Materials,Portfolio Europe
St. James's Place Plc,STJ-GB,Financials,Portfolio Europe
Snam S.p.A.,SRG-IT,Utilities,Portfolio Europe
FinecoBank SpA,FBK-IT,Financials,Portfolio Europe
Roche Holding AG,RO-CH,Health Care,Portfolio Europe
Danske Bank A/S,DANSKE-DK,Financials,Portfolio Europe
Ryanair Holdings Plc Sponsored ADR,RYAAY,Industrials,Portfolio Europe
Groupe Bruxelles Lambert SA,GBLB-BE,Financials,Portfolio Europe
HeidelbergCement AG,HEI-DE,Materials,Portfolio Europe
Hannover Rueck SE,HNR1-DE,Financials,Portfolio Europe
Alstom SA,ALO-FR,Industrials,Portfolio Europe
LEG Immobilien SE,LEG-DE,Real Estate,Portfolio Europe
Intertek Group plc,ITRK-GB,Industrials,Portfolio Europe
PKO Bank Polski S.A.,PKO-PL,Financials,Portfolio Europe
Burberry Group plc,BRBY-GB,Consumer Discretionary,Portfolio Europe
Informa Plc,INF-GB,Communication Services,Portfolio Europe
EXOR N.V.,EXO-IT,Financials,Portfolio Europe
Schindler Holding AG Pref,SCHP-CH,Industrials,Portfolio Europe
Just Eat Takeaway.com N.V.,TKWY-NL,Consumer Discretionary,Portfolio Europe
Terna S.p.A.,TRN-IT,Utilities,Portfolio Europe
Eiffage SA,FGR-FR,Industrials,Portfolio Europe
Carrefour SA,CA-FR,Consumer Staples,Portfolio Europe
Beiersdorf AG,BEI-DE,Consumer Staples,Portfolio Europe
Sinch AB,SINCH-SE,Information Technology,Portfolio Europe
Sage Group plc,SGE-GB,Information Technology,Portfolio Europe
Vivendi SE,VIV-FR,Communication Services,Portfolio Europe
Stora Enso Oyj Class R,STERV-FI,Materials,Portfolio Europe
Temenos AG,TEMN-CH,Information Technology,Portfolio Europe
Skanska AB Class B,SKA.B-SE,Industrials,Portfolio Europe
Telenor ASA,TEL-NO,Communication Services,Portfolio Europe
Prysmian S.p.A.,PRY-IT,Industrials,Portfolio Europe
Royal KPN NV,KPN-NL,Communication Services,Portfolio Europe
Norsk Hydro ASA,NHY-NO,Materials,Portfolio Europe
Getinge AB Class B,GETI.B-SE,Health Care,Portfolio Europe
Atlantia S.p.A,ATL-IT,Industrials,Portfolio Europe
Thales SA,HO-FR,Industrials,Portfolio Europe
Telia Company AB,TELIA-SE,Communication Services,Portfolio Europe
United Utilities Group PLC,UU-GB,Utilities,Portfolio Europe
Kingfisher Plc,KGF-GB,Consumer Discretionary,Portfolio Europe
Boliden AB,BOL-SE,Materials,Portfolio Europe
Volkswagen AG,VOW-DE,Consumer Discretionary,Portfolio Europe
Severn Trent Plc,SVT-GB,Utilities,Portfolio Europe
SUEZ SA,SEV-FR,Utilities,Portfolio Europe
Kinnevik AB Class B,KINV.B-SE,Financials,Portfolio Europe
Admiral Group plc,ADM-GB,Financials,Portfolio Europe
Heineken Holding N.V.,HEIO-NL,Consumer Staples,Portfolio Europe
Bureau Veritas SA,BVI-FR,Industrials,Portfolio Europe
Barratt Developments PLC,BDEV-GB,Consumer Discretionary,Portfolio Europe
Whitbread PLC,WTB-GB,Consumer Discretionary,Portfolio Europe
Nexi S.p.A.,NEXI-IT,Information Technology,Portfolio Europe
Randstad NV,RAND-NL,Industrials,Portfolio Europe
Aegon NV,AGN-NL,Financials,Portfolio Europe
Euronext NV,ENX-FR,Financials,Portfolio Europe
Elisa Oyj Class A,ELISA-FI,Communication Services,Portfolio Europe
Arkema SA,AKE-FR,Materials,Portfolio Europe
Associated British Foods plc,ABF-GB,Consumer Staples,Portfolio Europe
ageas SA/NV,AGS-BE,Financials,Portfolio Europe
Melrose Industries PLC,MRO-GB,Industrials,Portfolio Europe
Solvay SA,SOLB-BE,Materials,Portfolio Europe
Kesko Oyj Class B,KESKOB-FI,Consumer Staples,Portfolio Europe
Intermediate Capital Group plc,ICP-GB,Financials,Portfolio Europe
OMV AG,OMV-AT,Energy,Portfolio Europe
SKF AB Class B,SKF.B-SE,Industrials,Portfolio Europe
Tryg A/S,TRYG-DK,Financials,Portfolio Europe
Svenska Cellulosa Aktiebolaget Class B,SCA.B-SE,Materials,Portfolio Europe
DCC Plc,DCC-GB,Industrials,Portfolio Europe
STATE STREET INSTITUTIONAL LIQ STATE STR,964WKM90,Unassigned,Portfolio Europe
SIG Combibloc Group Ltd,SIGN-CH,Materials,Portfolio Europe
Unibail-Rodamco-Westfield SE Stapled Secs Cons of 1 Sh Unibail Rodamco + 1 Sh WFD Unib Rod,URW-NL,Real Estate,Portfolio Europe
Henkel AG & Co. KGaA,HEN-DE,Consumer Staples,Portfolio Europe
Barry Callebaut AG,BARN-CH,Consumer Staples,Portfolio Europe
Epiroc AB Class B,EPI.B-SE,Industrials,Portfolio Europe
Yara International ASA,YAR-NO,Materials,Portfolio Europe
Red Electrica Corp. SA,REE-ES,Utilities,Portfolio Europe
A.P. Moller - Maersk A/S Class A,MAERSK.A-DK,Industrials,Portfolio Europe
Adecco Group AG,ADEN-CH,Industrials,Portfolio Europe
Sodexo SA,SW-FR,Consumer Discretionary,Portfolio Europe
Rightmove plc,RMV-GB,Communication Services,Portfolio Europe
Chr. Hansen Holding A/S,CHR-DK,Materials,Portfolio Europe
Meggitt PLC,MGGT-GB,Industrials,Portfolio Europe
Swatch Group Ltd. Bearer,UHR-CH,Consumer Discretionary,Portfolio Europe
Auto Trader Group PLC,AUTO-GB,Communication Services,Portfolio Europe
British Pounds,CASH_GBP,Unassigned,Portfolio Europe
Indutrade AB,INDT-SE,Industrials,Portfolio Europe
Swiss Prime Site AG,SPSN-CH,Real Estate,Portfolio Europe
KION GROUP AG,KGX-DE,Industrials,Portfolio Europe
B&M European Value Retail SA,BME-GB,Consumer Discretionary,Portfolio Europe
Samhallsbyggnadsbolaget I Norden AB Class B,SBB.B-SE,Real Estate,Portfolio Europe
GN Store Nord A/S,GN-DK,Health Care,Portfolio Europe
Dechra Pharmaceuticals PLC,DPH-GB,Health Care,Portfolio Europe
Fastighets AB Balder Class B,BALD.B-SE,Real Estate,Portfolio Europe
Taylor Wimpey plc,TW-GB,Consumer Discretionary,Portfolio Europe
Antofagasta plc,ANTO-GB,Materials,Portfolio Europe
TOMRA Systems ASA,TOM-NO,Industrials,Portfolio Europe
Lundin Energy AB,LUNE-SE,Energy,Portfolio Europe
Johnson Matthey Plc,JMAT-GB,Materials,Portfolio Europe
Renault SA,RNO-FR,Consumer Discretionary,Portfolio Europe
Electricite de France SA,EDF-FR,Utilities,Portfolio Europe
Abrdn plc,ABDN-GB,Financials,Portfolio Europe
JD Sports Fashion Plc,JD-GB,Consumer Discretionary,Portfolio Europe
Howden Joinery Group PLC,HWDN-GB,Industrials,Portfolio Europe
Hargreaves Lansdown plc,HL-GB,Financials,Portfolio Europe
Smiths Group Plc,SMIN-GB,Industrials,Portfolio Europe
Mediobanca S.p.A.,MB-IT,Financials,Portfolio Europe
Carl Zeiss Meditec AG,AFX-DE,Health Care,Portfolio Europe
Endesa S.A.,ELE-ES,Utilities,Portfolio Europe
GEA Group AG,G1A-DE,Industrials,Portfolio Europe
Commerzbank AG,CBK-DE,Financials,Portfolio Europe
J Sainsbury plc,SBRY-GB,Consumer Staples,Portfolio Europe
Electrocomponents plc,ECM-GB,Industrials,Portfolio Europe
Baloise-Holding AG,BALN-CH,Financials,Portfolio Europe
DS Smith Plc,SMDS-GB,Materials,Portfolio Europe
Orkla ASA,ORK-NO,Consumer Staples,Portfolio Europe
M&G Plc,MNG-GB,Financials,Portfolio Europe
Metso Outotec Oyj,MOCORP-FI,Industrials,Portfolio Europe
Phoenix Group Holdings plc,PHNX-GB,Financials,Portfolio Europe
Tele2 AB Class B,TEL2.B-SE,Communication Services,Portfolio Europe
Allfunds Group plc,ALLFG-NL,Financials,Portfolio Europe
Knorr-Bremse AG,KBX-DE,Industrials,Portfolio Europe
Coca-Cola HBC AG,CCH-GB,Consumer Staples,Portfolio Europe
ABN AMRO Bank NV Depositary receipts,ABN-NL,Financials,Portfolio Europe
VERBUND AG Class A,VER-AT,Utilities,Portfolio Europe
Wartsila Oyj Abp,WRT1V-FI,Industrials,Portfolio Europe
Grifols S.A. Class A,GRF-ES,Health Care,Portfolio Europe
Berkeley Group Holdings plc,BKG-GB,Consumer Discretionary,Portfolio Europe
Getlink SE,GET-FR,Industrials,Portfolio Europe
EDP Renovaveis SA,EDPR-PT,Utilities,Portfolio Europe
Polymetal International Plc,POLY-GB,Materials,Portfolio Europe
Sofina SA,SOF-BE,Financials,Portfolio Europe
Amplifon S.p.A.,AMP-IT,Health Care,Portfolio Europe
Poste Italiane SpA,PST-IT,Financials,Portfolio Europe
Gecina SA,GFC-FR,Real Estate,Portfolio Europe
Polski Koncern Naftowy ORLEN S.A.,PKN-PL,Energy,Portfolio Europe
EMS-CHEMIE HOLDING AG,EMSN-CH,Materials,Portfolio Europe
Lifco AB Class B,LIFCO.B-SE,Industrials,Portfolio Europe
Aroundtown SA,AT1-DE,Real Estate,Portfolio Europe
AB Sagax Class B,SAGA.B-SE,Real Estate,Portfolio Europe
Accor SA,AC-FR,Consumer Discretionary,Portfolio Europe
Evotec SE,EVT-DE,Health Care,Portfolio Europe
Davide Campari-Milano N.V.,CPR-IT,Consumer Staples,Portfolio Europe
Actividades de Construccion y Servicios SA,ACS-ES,Industrials,Portfolio Europe
BE Semiconductor Industries N.V.,BESI-NL,Information Technology,Portfolio Europe
Industrivarden AB Class A,INDU.A-SE,Financials,Portfolio Europe
Schroders PLC,SDR-GB,Financials,Portfolio Europe
Nemetschek SE,NEM-DE,Information Technology,Portfolio Europe
Warehouses De Pauw SCA,WDP-BE,Real Estate,Portfolio Europe
Valeo SE,FR-FR,Consumer Discretionary,Portfolio Europe
ASR Nederland NV,ASRNL-NL,Financials,Portfolio Europe
Land Securities Group PLC,LAND-GB,Real Estate,Portfolio Europe
Recordati Industria Chimica e Farmaceutica S.p.A.,REC-IT,Health Care,Portfolio Europe
Pearson PLC,PSON-GB,Communication Services,Portfolio Europe
Evonik Industries AG,EVK-DE,Materials,Portfolio Europe
Georg Fischer AG,FI.N-CH,Industrials,Portfolio Europe
Signify NV,LIGHT-NL,Industrials,Portfolio Europe
Weir Group PLC,WEIR-GB,Industrials,Portfolio Europe
bioMerieux SA,BIM-FR,Health Care,Portfolio Europe
Soitec SA,SOI-FR,Information Technology,Portfolio Europe
Bechtle AG,BC8-DE,Information Technology,Portfolio Europe
Vifor Pharma AG,VIFN-CH,Health Care,Portfolio Europe
Castellum AB,CAST-SE,Real Estate,Portfolio Europe
AVEVA Group plc,AVV-GB,Information Technology,Portfolio Europe
Interpump Group S.p.A.,IP-IT,Industrials,Portfolio Europe
Thule Group AB,THULE-SE,Consumer Discretionary,Portfolio Europe
Siemens Gamesa Renewable Energy S.A.,SGRE-ES,Industrials,Portfolio Europe
Naturgy Energy Group S.A.,NTGY-ES,Utilities,Portfolio Europe
Tecan Group AG,TECN-CH,Health Care,Portfolio Europe
