Name,Ticker,Sector,Category,Weight
Empire State Realty Trust Inc. Class A,ESRT,Diversified,Global Real Estate,0.085375
AEON Mall Co. Ltd.,8905-JP,REOC,Global Real Estate,0.085104
LTC Properties Inc.,LTC,Healthcare,Global Real Estate,0.079394
Office Properties Income Trust,OPI,Industrial/Office,Global Real Estate,0.078566
Getty Realty Corp.,GTY,Retail,Global Real Estate,0.078252
Mori Trust Sogo Reit Inc.,8961-JP,Diversified,Global Real Estate,0.075024
U.S. Dollar,CASH_USD,Unassigned,Global Real Estate,0.073734
Apartment Investment & Management Co Class A,AIV,Residential,Global Real Estate,0.07283
Ichigo Office REIT Investment Corporation,8975-JP,Industrial/Office,Global Real Estate,0.071249
BR Malls Participacoes S.A.,BRML3-BR,REOC,Global Real Estate,0.069727
Community Healthcare Trust Incorporated,CHCT,Healthcare,Global Real Estate,0.069365
RPT Realty,RPT,Retail,Global Real Estate,0.0681
Fukuoka Reit Corporation,8968-JP,Diversified,Global Real Estate,0.067911
Summit Hotel Properties Inc.,INN,Hotels,Global Real Estate,0.067174
Deutsche EuroShop AG,DEQ-DE,REOC,Global Real Estate,0.064686
Boardwalk REIT,BEI.UT-CA,Residential,Global Real Estate,0.062384
InterRent Real Estate Investment Trust,IIP.UT-CA,Residential,Global Real Estate,0.061956
Global Medical REIT Inc,GMRE,Healthcare,Global Real Estate,0.060738
Global One Real Estate Investment Corporation,8958-JP,Industrial/Office,Global Real Estate,0.059706
American Finance Trust Inc.,AFIN,Retail,Global Real Estate,0.059301
CapitaLand China Trust,AU8U-SG,Retail,Global Real Estate,0.058851
Multiplan Empreendimentos Imobiliarios SA,MULT3-BR,REOC,Global Real Estate,0.058559
NETSTREIT Corp.,NTST,Retail,Global Real Estate,0.058244
Eurocommercial Properties NV,ECMPA-NL,Retail,Global Real Estate,0.058153
Diversified Healthcare Trust,DHC,Healthcare,Global Real Estate,0.055065
Cominar Real Estate Investment Trust,CUF.UT-CA,Diversified,Global Real Estate,0.052998
Arabian Centres Co.,4321-SA,REOC,Global Real Estate,0.050181
City Office REIT Inc.,CIO,Industrial/Office,Global Real Estate,0.050049
MIRAI Corporation,3476-JP,Industrial/Office,Global Real Estate,0.048338
Universal Health Realty Income Trust,UHT,Healthcare,Global Real Estate,0.045692
Hyprop Investments Limited,HYP-ZA,Retail,Global Real Estate,0.041073
Artis Real Estate Investment Trust,AX.UT-CA,Industrial/Office,Global Real Estate,0.03999
Wereldhave N.V.,WHA-NL,Retail,Global Real Estate,0.03973
Chatham Lodging Trust,CLDT,Hotels,Global Real Estate,0.037939
Seritage Growth Properties Class A,SRG,Retail,Global Real Estate,0.034415
Iguatemi Empresa de Shopping Centers S.A,IGTA3-BR,REOC,Global Real Estate,0.029254
Dream Office Real Estate Investment Trust Class A,D.UT-CA,Industrial/Office,Global Real Estate,0.028826
Franklin Street Properties Corp.,FSP,Industrial/Office,Global Real Estate,0.026778
Leopalace21 Corporation,8848-JP,REOC,Global Real Estate,0.025615
Hersha Hospitality Trust Class A,HT,Hotels,Global Real Estate,0.020453
BR Properties S.A.,BRPR3-BR,REOC,Global Real Estate,0.017505
SAR CASH,CSHCSA,Unassigned,Global Real Estate,0.003189
British Pounds,CASH_GBP,Unassigned,Global Real Estate,0.002393
Philippines Peso,CASH_PHP,Unassigned,Global Real Estate,0.002309
Thailand Baht,CASH_THB,Unassigned,Global Real Estate,0.001789
Euro,CASH_EUR,Unassigned,Global Real Estate,0.000853
Japanese Yen,CASH_JPY,Unassigned,Global Real Estate,0.000716
Australian Dollar,CASH_AUD,Unassigned,Global Real Estate,0.000607
Singapore Dollar,CASH_SGD,Unassigned,Global Real Estate,0.000456
Canadian Dollar,CASH_CAD,Unassigned,Global Real Estate,0.000426
Brazilian Real,CASH_BRL,Unassigned,Global Real Estate,0.000256
South African Rand,CASH_ZAR,Unassigned,Global Real Estate,0.000232
Norwegian Krone,CASH_NOK,Unassigned,Global Real Estate,0.00023
Mexican Peso,CASH_MXN,Unassigned,Global Real Estate,0.000137
Hong Kong Dollar,CASH_HKD,Unassigned,Global Real Estate,0.000125
Swedish Krona,CASH_SEK,Unassigned,Global Real Estate,7e-05
Prologis Inc.,PLD,Industrial/Office,Dow Jones REIT,10.272388
Public Storage,PSA,Self Storage,Dow Jones REIT,4.853615
Simon Property Group Inc.,SPG,Retail,Dow Jones REIT,4.621234
Digital Realty Trust Inc.,DLR,Industrial/Office,Dow Jones REIT,4.27819
Welltower Inc.,WELL,Healthcare,Dow Jones REIT,3.258982
AvalonBay Communities Inc.,AVB,Residential,Dow Jones REIT,3.169715
Equity Residential,EQR,Residential,Dow Jones REIT,2.824298
Alexandria Real Estate Equities Inc.,ARE,Industrial/Office,Dow Jones REIT,2.715103
Realty Income Corporation,O,Retail,Dow Jones REIT,2.667743
Extra Space Storage Inc.,EXR,Self Storage,Dow Jones REIT,2.533503
Invitation Homes Inc.,INVH,Residential,Dow Jones REIT,2.280855
Mid-America Apartment Communities Inc.,MAA,Residential,Dow Jones REIT,2.272163
Sun Communities Inc.,SUI,Residential,Dow Jones REIT,2.1785
Essex Property Trust Inc.,ESS,Residential,Dow Jones REIT,2.119913
Duke Realty Corporation,DRE,Industrial/Office,Dow Jones REIT,2.040647
Ventas Inc.,VTR,Healthcare,Dow Jones REIT,2.015924
Healthpeak Properties Inc.,PEAK,Healthcare,Dow Jones REIT,1.835517
Camden Property Trust,CPT,Residential,Dow Jones REIT,1.573267
Boston Properties Inc.,BXP,Industrial/Office,Dow Jones REIT,1.548808
UDR Inc.,UDR,Residential,Dow Jones REIT,1.486042
Equity LifeStyle Properties Inc.,ELS,Residential,Dow Jones REIT,1.384781
W. P. Carey Inc.,WPC,Diversified,Dow Jones REIT,1.362395
Kimco Realty Corporation,KIM,Retail,Dow Jones REIT,1.328308
Host Hotels & Resorts Inc.,HST,Hotels,Dow Jones REIT,1.152036
VEREIT Inc.,VER,Diversified,Dow Jones REIT,1.105063
American Homes 4 Rent Class A,AMH,Residential,Dow Jones REIT,1.066073
CubeSmart,CUBE,Self Storage,Dow Jones REIT,1.064124
Regency Centers Corporation,REG,Retail,Dow Jones REIT,1.032253
Life Storage Inc.,LSI,Self Storage,Dow Jones REIT,1.004462
Rexford Industrial Realty Inc.,REXR,Industrial/Office,Dow Jones REIT,0.885344
Federal Realty Investment Trust,FRT,Retail,Dow Jones REIT,0.807281
Apartment Income REIT Corp,AIRC,Residential,Dow Jones REIT,0.806571
STORE Capital Corporation,STOR,Diversified,Dow Jones REIT,0.804614
EastGroup Properties Inc.,EGP,Industrial/Office,Dow Jones REIT,0.766215
National Retail Properties Inc.,NNN,Retail,Dow Jones REIT,0.763463
Americold Realty Trust,COLD,Industrial/Office,Dow Jones REIT,0.737445
First Industrial Realty Trust Inc.,FR,Industrial/Office,Dow Jones REIT,0.720509
American Campus Communities Inc.,ACC,Residential,Dow Jones REIT,0.71614
Healthcare Trust of America Inc. Class A,HTA,Healthcare,Dow Jones REIT,0.700233
Kilroy Realty Corporation,KRC,Industrial/Office,Dow Jones REIT,0.676867
STAG Industrial Inc.,STAG,Industrial/Office,Dow Jones REIT,0.675361
Omega Healthcare Investors Inc.,OHI,Healthcare,Dow Jones REIT,0.672124
Brixmor Property Group Inc.,BRX,Retail,Dow Jones REIT,0.66705
Vornado Realty Trust,VNO,Diversified,Dow Jones REIT,0.649536
Innovative Industrial Properties Inc,IIPR,Industrial/Office,Dow Jones REIT,0.603302
STATE STREET INSTITUTIONAL LIQ STATE STR,964WKM90,Unassigned,Dow Jones REIT,0.601698
Cousins Properties Incorporated,CUZ,Industrial/Office,Dow Jones REIT,0.564207
Spirit Realty Capital Inc.,SRC,Diversified,Dow Jones REIT,0.553191
Douglas Emmett Inc,DEI,Industrial/Office,Dow Jones REIT,0.552766
Terreno Realty Corporation,TRNO,Industrial/Office,Dow Jones REIT,0.49788
National Storage Affiliates Trust,NSA,Self Storage,Dow Jones REIT,0.490863
Agree Realty Corporation,ADC,Retail,Dow Jones REIT,0.46874
Healthcare Realty Trust Incorporated,HR,Healthcare,Dow Jones REIT,0.456968
SL Green Realty Corp.,SLG,Industrial/Office,Dow Jones REIT,0.450707
Ryman Hospitality Properties Inc.,RHP,Hotels,Dow Jones REIT,0.450675
Highwoods Properties Inc.,HIW,Industrial/Office,Dow Jones REIT,0.447373
Kite Realty Group Trust,KRG,Retail,Dow Jones REIT,0.428854
Park Hotels & Resorts Inc.,PK,Hotels,Dow Jones REIT,0.419606
Broadstone Net Lease Inc.,BNL,Diversified,Dow Jones REIT,0.407546
Lexington Realty Trust,LXP,Industrial/Office,Dow Jones REIT,0.386852
Hudson Pacific Properties Inc.,HPP,Industrial/Office,Dow Jones REIT,0.375883
Macerich Company,MAC,Retail,Dow Jones REIT,0.371267
EPR Properties,EPR,Retail,Dow Jones REIT,0.359248
PS Business Parks Inc.,PSB,Industrial/Office,Dow Jones REIT,0.345871
Essential Properties Realty Trust Inc.,EPRT,Diversified,Dow Jones REIT,0.337116
Apple Hospitality REIT Inc,APLE,Hotels,Dow Jones REIT,0.320595
JBG SMITH Properties,JBGS,Diversified,Dow Jones REIT,0.314101
Equity Commonwealth,EQC,Industrial/Office,Dow Jones REIT,0.302552
Corporate Office Properties Trust,OFC,Industrial/Office,Dow Jones REIT,0.29144
Pebblebrook Hotel Trust,PEB,Hotels,Dow Jones REIT,0.282233
SITE Centers Corp.,SITC,Retail,Dow Jones REIT,0.274796
Sunstone Hotel Investors Inc.,SHO,Hotels,Dow Jones REIT,0.25887
Independence Realty Trust Inc.,IRT,Residential,Dow Jones REIT,0.238905
National Health Investors Inc.,NHI,Healthcare,Dow Jones REIT,0.235447
RLJ Lodging Trust,RLJ,Hotels,Dow Jones REIT,0.229393
Brandywine Realty Trust,BDN,Industrial/Office,Dow Jones REIT,0.216377
Four Corners Property Trust Inc.,FCPT,Retail,Dow Jones REIT,0.214253
Columbia Property Trust Inc.,CXP,Industrial/Office,Dow Jones REIT,0.213223
Piedmont Office Realty Trust Inc. Class A,PDM,Industrial/Office,Dow Jones REIT,0.210591
Retail Opportunity Investments Corp.,ROIC,Retail,Dow Jones REIT,0.206089
Washington Real Estate Investment Trust,WRE,Residential,Dow Jones REIT,0.204758
CareTrust REIT Inc,CTRE,Healthcare,Dow Jones REIT,0.194637
Xenia Hotels & Resorts Inc.,XHR,Hotels,Dow Jones REIT,0.193944
Urban Edge Properties,UE,Retail,Dow Jones REIT,0.18682
American Assets Trust Inc.,AAT,Diversified,Dow Jones REIT,0.186494
DiamondRock Hospitality Company,DRH,Hotels,Dow Jones REIT,0.181777
Monmouth Real Estate Investment Corporation Class A,MNR,Industrial/Office,Dow Jones REIT,0.17937
Acadia Realty Trust,AKR,Retail,Dow Jones REIT,0.178776
Industrial Logistics Properties Trust,ILPT,Industrial/Office,Dow Jones REIT,0.177487
Easterly Government Properties Inc,DEA,Industrial/Office,Dow Jones REIT,0.17038
Service Properties Trust,SVC,Hotels,Dow Jones REIT,0.169344
Tanger Factory Outlet Centers Inc.,SKT,Retail,Dow Jones REIT,0.16622
NexPoint Residential Trust Inc.,NXRT,Residential,Dow Jones REIT,0.152615
Global Net Lease Inc,GNL,Diversified,Dow Jones REIT,0.150166
Mack-Cali Realty Corporation,CLI,Industrial/Office,Dow Jones REIT,0.138715
Paramount Group Inc.,PGRE,Industrial/Office,Dow Jones REIT,0.132724
Empire State Realty Trust Inc. Class A,ESRT,Diversified,Dow Jones REIT,0.132073
Centerspace,CSR,Residential,Dow Jones REIT,0.132
LTC Properties Inc.,LTC,Healthcare,Dow Jones REIT,0.121275
Office Properties Income Trust,OPI,Industrial/Office,Dow Jones REIT,0.121155
Getty Realty Corp.,GTY,Retail,Dow Jones REIT,0.115539
Apartment Investment & Management Co Class A,AIV,Residential,Dow Jones REIT,0.112547
Community Healthcare Trust Incorporated,CHCT,Healthcare,Dow Jones REIT,0.107409
RPT Realty,RPT,Retail,Dow Jones REIT,0.10244
Summit Hotel Properties Inc.,INN,Hotels,Dow Jones REIT,0.101069
American Finance Trust Inc.,AFIN,Retail,Dow Jones REIT,0.093801
NETSTREIT Corp.,NTST,Retail,Dow Jones REIT,0.092157
Global Medical REIT Inc,GMRE,Healthcare,Dow Jones REIT,0.089069
Diversified Healthcare Trust,DHC,Healthcare,Dow Jones REIT,0.084848
City Office REIT Inc.,CIO,Industrial/Office,Dow Jones REIT,0.081267
Universal Health Realty Income Trust,UHT,Healthcare,Dow Jones REIT,0.06913
Chatham Lodging Trust,CLDT,Hotels,Dow Jones REIT,0.059793
Seritage Growth Properties Class A,SRG,Retail,Dow Jones REIT,0.052572
Franklin Street Properties Corp.,FSP,Industrial/Office,Dow Jones REIT,0.043039
Goodman Group,GMG-AU,Industrial/Office,International Real Estate,4.999615
Mitsui Fudosan Co. Ltd.,8801-JP,REOC,International Real Estate,3.977952
SEGRO plc,SGRO-GB,Industrial/Office,International Real Estate,3.844562
Link Real Estate Investment Trust,823-HK,Retail,International Real Estate,3.354666
Scentre Group,SCG-AU,Retail,International Real Estate,2.128577
LEG Immobilien SE,LEG-DE,REOC,International Real Estate,1.960621
Nippon Building Fund Inc.,8951-JP,Industrial/Office,International Real Estate,1.939242
Dexus,DXS-AU,Diversified,International Real Estate,1.587631
Wharf Real Estate Investment Co. Ltd.,1997-HK,REOC,International Real Estate,1.580155
Nippon Prologis REIT Inc.,3283-JP,Industrial/Office,International Real Estate,1.557908
Japan Real Estate Investment Corp.,8952-JP,Industrial/Office,International Real Estate,1.532572
Unibail-Rodamco-Westfield SE Stapled Secs Cons of 1 Sh Unibail Rodamco + 1 Sh WFD Unib Rod,URW-NL,Retail,International Real Estate,1.505551
CapitaLand Integrated Commercial Trust,C38U-SG,Retail,International Real Estate,1.437929
Swiss Prime Site AG,SPSN-CH,REOC,International Real Estate,1.397919
Ascendas Real Estate Investment Trust,A17U-SG,Industrial/Office,International Real Estate,1.39032
Gecina SA,GFC-FR,Diversified,International Real Estate,1.376104
GPT Group,GPT-AU,Diversified,International Real Estate,1.342111
GLP-J REIT,3281-JP,Industrial/Office,International Real Estate,1.323404
Land Securities Group PLC,LAND-GB,Diversified,International Real Estate,1.279155
Nomura Real Estate Master Fund Inc.,3462-JP,Diversified,International Real Estate,1.276128
Samhallsbyggnadsbolaget I Norden AB Class B,SBB.B-SE,REOC,International Real Estate,1.248706
Aroundtown SA,AT1-DE,REOC,International Real Estate,1.217613
Japan Metropolitan Fund Investment Corporation,8953-JP,Retail,International Real Estate,1.157995
Warehouses De Pauw SCA,WDP-BE,Industrial/Office,International Real Estate,1.152784
CapitaLand Investment Limited,9CI-SG,REOC,International Real Estate,1.151721
British Land Company PLC,BLND-GB,Diversified,International Real Estate,1.148889
Castellum AB,CAST-SE,REOC,International Real Estate,1.093014
Daiwa House REIT Investment Corporation,8984-JP,Diversified,International Real Estate,1.090377
UNITE Group plc,UTG-GB,Residential,International Real Estate,1.076306
PSP Swiss Property AG,PSPN-CH,REOC,International Real Estate,1.038129
Hulic Co. Ltd.,3003-JP,REOC,International Real Estate,1.012498
Tritax Big Box REIT Plc,BBOX-GB,Industrial/Office,International Real Estate,0.959385
Derwent London plc,DLN-GB,Industrial/Office,International Real Estate,0.940176
Vicinity Centres,VCX-AU,Retail,International Real Estate,0.9064
Aedifica SA,AED-BE,Healthcare,International Real Estate,0.870073
Klepierre SA,LI-FR,Retail,International Real Estate,0.849238
Fabege AB,FABG-SE,REOC,International Real Estate,0.828989
ORIX JREIT Inc.,8954-JP,Industrial/Office,International Real Estate,0.826688
Advance Residence Investment Corporation,3269-JP,Residential,International Real Estate,0.821178
Entra ASA,ENTRA-NO,REOC,International Real Estate,0.820472
Cofinimmo SA,COFB-BE,Industrial/Office,International Real Estate,0.815266
Mapletree Logistics Trust,M44U-SG,Industrial/Office,International Real Estate,0.77955
Hang Lung Properties Limited,101-HK,REOC,International Real Estate,0.77413
Canadian Apartment Properties Real Estate Investment Trust,CAR.UT-CA,Residential,International Real Estate,0.745389
Covivio SA,COV-FR,Diversified,International Real Estate,0.740008
Mapletree Industrial Trust,ME8U-SG,Industrial/Office,International Real Estate,0.715774
United Urban Investment Corporation,8960-JP,Diversified,International Real Estate,0.70194
Industrial & Infrastructure Fund Investment Corporation,3249-JP,Industrial/Office,International Real Estate,0.684192
MERLIN Properties SOCIMI S.A.,MRL-ES,Diversified,International Real Estate,0.653672
Mapletree Commercial Trust,N2IU-SG,Retail,International Real Estate,0.640604
Japan Prime Realty Investment Corporation,8955-JP,Industrial/Office,International Real Estate,0.634085
Kojamo Oyj,KOJAMO-FI,REOC,International Real Estate,0.609651
alstria office REIT-AG,AOX-DE,Industrial/Office,International Real Estate,0.60188
Frasers Logistics & Commercial Trust,BUOU-SG,Industrial/Office,International Real Estate,0.591812
LondonMetric Property Plc,LMP-GB,Diversified,International Real Estate,0.589647
Sekisui House Reit. Inc.,3309-JP,Diversified,International Real Estate,0.58607
NEPI Rockcastle Plc,NRP-ZA,REOC,International Real Estate,0.578504
Wihlborgs Fastigheter AB,WIHL-SE,REOC,International Real Estate,0.571971
Grainger plc,GRI-GB,REOC,International Real Estate,0.567188
Activia Properties Inc.,3279-JP,Diversified,International Real Estate,0.552376
LaSalle LOGIPORT REIT,3466-JP,Industrial/Office,International Real Estate,0.536485
Fibra Uno Administracion SA de CV,FUNO11-MX,Diversified,International Real Estate,0.533227
Growthpoint Properties Limited,GRT-ZA,Diversified,International Real Estate,0.528806
Swire Properties Limited,1972-HK,REOC,International Real Estate,0.510182
Nippon Accommodations Fund Inc.,3226-JP,Residential,International Real Estate,0.506652
Primary Health Properties PLC,PHP-GB,Healthcare,International Real Estate,0.506306
RioCan Real Estate Investment Trust,REI.UT-CA,Retail,International Real Estate,0.505463
Mitsui Fudosan Logistics Park Inc.,3471-JP,Industrial/Office,International Real Estate,0.495026
Kenedix Office Investment Corporation,8972-JP,Diversified,International Real Estate,0.490205
Japan Logistics Fund Inc.,8967-JP,Industrial/Office,International Real Estate,0.488542
Japan Hotel Reit Investment Corporation,8985-JP,Hotels,International Real Estate,0.487235
Assura PLC,AGR-GB,Healthcare,International Real Estate,0.483573
