Name,Ticker,Sector,Category,Weight
Turkiye Halk Bankasi Anonim Sirketi,HALKB.E-TR,Financials,Portfolio Emerging Markets,0.001670
GTL Limited,500160-IN,Information Technology,Portfolio Emerging Markets,0.001659
Tata Steel (Thailand) Public Co. Ltd.(Alien Mkt),TSTH.F-TH,Materials,Portfolio Emerging Markets,0.001658
Sobha Limited,532784-IN,Real Estate,Portfolio Emerging Markets,0.001655
Kirloskar Ferrous Industries Ltd,500245-IN,Materials,Portfolio Emerging Markets,0.001654
HyUnion Holding Co. Ltd. Class A,BFCCQB,Consumer Discretionary,Portfolio Emerging Markets,0.001653
First Steamship Co. Ltd.,2601-TW,Industrials,Portfolio Emerging Markets,0.001650
Laser Tek Taiwan Co. Ltd.,6207-TW,Information Technology,Portfolio Emerging Markets,0.001649
SSY Group Limited,2005-HK,Health Care,Portfolio Emerging Markets,0.001641
Huafu Fashion Co. Ltd. Class A,BD5LVJ,Consumer Discretionary,Portfolio Emerging Markets,0.001635
Godawari Power & Ispat Ltd.,532734-IN,Materials,Portfolio Emerging Markets,0.001633
Client Service International Inc. Class A,BK4XYM,Information Technology,Portfolio Emerging Markets,0.001626
CAISSA TOSUN DEVELOPMENT Co. Ltd. Class A,BD5LZY,Consumer Discretionary,Portfolio Emerging Markets,0.001622
LandMark Optoelectronics Corp.,3081-TW,Information Technology,Portfolio Emerging Markets,0.001615
JK Paper Limited,532162-IN,Materials,Portfolio Emerging Markets,0.001611
Deepak Fertilisers & Petrochemicals Corp. Ltd.,500645-IN,Materials,Portfolio Emerging Markets,0.001607
Seven Utilities and Power Public Company Limited(Alien Mkt),7UP.F-TH,Unassigned,Portfolio Emerging Markets,0.001605
CAL-COMP ELECTRONICS THAILAND FOREIGN SH,x124219968,Unassigned,Portfolio Emerging Markets,0.001604
PT Mega Manunggal Property Tbk,MMLP-ID,Real Estate,Portfolio Emerging Markets,0.001602
China Resources Sanjiu Medical & Pharmaceutical Co. Ltd. Class A,BD5CL4,Health Care,Portfolio Emerging Markets,0.001598
Nanjing Hanrui Cobalt Co. Ltd. Class A,BFCCQZ,Materials,Portfolio Emerging Markets,0.001597
Career Technology (MFG.) Co. Ltd,6153-TW,Information Technology,Portfolio Emerging Markets,0.001595
Ningbo Joyson Electronic Corp. Class A,BYQDM8,Consumer Discretionary,Portfolio Emerging Markets,0.001590
U City Public Company Limited (Alien Mkt),U.F-TH,Real Estate,Portfolio Emerging Markets,0.001584
Xinchen China Power Holdings Ltd.,1148-HK,Consumer Discretionary,Portfolio Emerging Markets,0.001581
Hai Kwang Enterprise Corporation,2038-TW,Materials,Portfolio Emerging Markets,0.001580
Tongling Jingda Special Magnet Wire Co. Ltd. Class A,BP3RKS,Industrials,Portfolio Emerging Markets,0.001578
Seanergy Maritime Holdings Corp.,SHIP,Industrials,Portfolio Emerging Markets,0.001575
Lotus Pharmaceutical Co. Ltd.,1795-TW,Health Care,Portfolio Emerging Markets,0.001573
Taimide Tech Inc.,3645-TW,Materials,Portfolio Emerging Markets,0.001564
Embassy Office Parks REIT,542602-IN,Real Estate,Portfolio Emerging Markets,0.001563
Zhejiang Huahai Pharmaceutical Co. Ltd. Class A,BP3RBR,Health Care,Portfolio Emerging Markets,0.001563
PT Matahari Department Store Tbk Class A,LPPF-ID,Consumer Discretionary,Portfolio Emerging Markets,0.001561
Sime Darby Property Bhd.,5288-MY,Real Estate,Portfolio Emerging Markets,0.001561
Taiwan Ic Packaging Corporation,3372-TW,Information Technology,Portfolio Emerging Markets,0.001561
Chang Wah Electromaterials Inc.,8070-TW,Information Technology,Portfolio Emerging Markets,0.001556
IOL Chemicals & Pharmaceuticals Ltd.,524164-IN,Health Care,Portfolio Emerging Markets,0.001554
Serba Dinamik Holdings Bhd,5279-MY,Energy,Portfolio Emerging Markets,0.001550
Beijing Shougang Co. Ltd. Class A,BD5M2J,Materials,Portfolio Emerging Markets,0.001549
Aarti Drugs Limited,524348-IN,Health Care,Portfolio Emerging Markets,0.001548
Postal Savings Bank of China Co. Ltd. Class A,BL61XF,Financials,Portfolio Emerging Markets,0.001541
Xiangcai Co. Ltd. Class A,BKP87H,Real Estate,Portfolio Emerging Markets,0.001539
Chongqing Department Store Co. Ltd. Class A,BP3RB7,Consumer Discretionary,Portfolio Emerging Markets,0.001537
Izmir Demir Celik Sanayi A.S.,IZMDC.E-TR,Materials,Portfolio Emerging Markets,0.001534
Shandong Dongyue Organosilicon Materials Co. Ltd. Class A,BL6CM4,Materials,Portfolio Emerging Markets,0.001534
Shenzhen New Industries Biomedical Engineering Co. Ltd. Class A,BMXTX2,Health Care,Portfolio Emerging Markets,0.001533
Jiangsu Zhongnan Construction Group Co. Ltd. Class A,BD5CGZ,Real Estate,Portfolio Emerging Markets,0.001530
PT Bank Artha Graha Internasional Tbk,INPC-ID,Financials,Portfolio Emerging Markets,0.001530
Shanghai Yaoji Technology Co. Ltd. Class A,BD5LX3,Consumer Discretionary,Portfolio Emerging Markets,0.001529
George Kent (Malaysia) Bhd.,3204-MY,Industrials,Portfolio Emerging Markets,0.001522
Chongyi Zhangyuan Tungsten Co. Ltd. Class A,BD5M0B,Materials,Portfolio Emerging Markets,0.001521
Sharda Cropchem Ltd.,538666-IN,Materials,Portfolio Emerging Markets,0.001515
Tofflon Science and Technology Group Co. Ltd. Class A,BD5CD6,Health Care,Portfolio Emerging Markets,0.001509
Shanxi Lu'An Environmental Energy Development Co. Ltd. Class A,BP3R68,Energy,Portfolio Emerging Markets,0.001505
T4F Entretenimento S.A.,SHOW3-BR,Communication Services,Portfolio Emerging Markets,0.001504
Beijing Zhidemai Technology Co. Ltd. Class A,BK717B,Communication Services,Portfolio Emerging Markets,0.001503
Janfusun Fancyworld Corp,5701-TW,Consumer Discretionary,Portfolio Emerging Markets,0.001495
Xinjiang Xinxin Mining Industry Co. Ltd. Class H,3833-HK,Materials,Portfolio Emerging Markets,0.001494
Shenzhen Kinwong Electronic Co. Ltd. Class A,BYW5QV,Information Technology,Portfolio Emerging Markets,0.001491
CH. Karnchang Public Co. Ltd.(Alien Mkt),CK.F-TH,Industrials,Portfolio Emerging Markets,0.001489
Anker Innovations Technology Co. Ltd. Class A,BNR4MR,Information Technology,Portfolio Emerging Markets,0.001480
Arcelormittal South Africa Limited,ACL-ZA,Materials,Portfolio Emerging Markets,0.001479
Offcn Education Technology Co. Ltd. Class A,BHQPRN,Consumer Discretionary,Portfolio Emerging Markets,0.001465
Fujian Boss Software Corp. Class A,BMTCW2,Information Technology,Portfolio Emerging Markets,0.001464
Alkyl Amines Chemicals Limited,506767-IN,Materials,Portfolio Emerging Markets,0.001461
Quintain Steel Co. Ltd,2017-TW,Materials,Portfolio Emerging Markets,0.001454
Grandjoy Holdings Group Co. Ltd. Class A,BD5CK5,Real Estate,Portfolio Emerging Markets,0.001452
South Manganese Investment Limited,1091-HK,Materials,Portfolio Emerging Markets,0.001452
Bangkok Commercial Asset Management Public Co. Ltd.(Alien Mkt),BAM.F-TH,Financials,Portfolio Emerging Markets,0.001450
China Communications Services Corp. Ltd. Class H,552-HK,Industrials,Portfolio Emerging Markets,0.001448
PT Bank Aladin Syariah Tbk,BANK-ID,Financials,Portfolio Emerging Markets,0.001447
Hongli Zhihui Group Co. Ltd. Class A,BHQPS3,Information Technology,Portfolio Emerging Markets,0.001441
Banco Inter SA,BIDI3-BR,Financials,Portfolio Emerging Markets,0.001440
Sensortek Technology Corp.,6732-TW,Information Technology,Portfolio Emerging Markets,0.001435
Zhejiang Orient Gene Biotech Co. Ltd. Class A,BNR4NX,Health Care,Portfolio Emerging Markets,0.001435
Lotes Co. Ltd,3533-TW,Information Technology,Portfolio Emerging Markets,0.001433
Selcuk Ecza Deposu Ticaret ve Sanayi A.S.,SELEC.E-TR,Health Care,Portfolio Emerging Markets,0.001430
Shenzhen Sunway Communication Co. Ltd. Class A,BD5CCF,Information Technology,Portfolio Emerging Markets,0.001422
China Chengtong Development Group Limited,217-HK,Industrials,Portfolio Emerging Markets,0.001416
Sinpas Gayrimenkul Yatirim Ortakligi A.S.,SNGYO.E-TR,Real Estate,Portfolio Emerging Markets,0.001415
Beijing Certificate Authority Co. Ltd. Class A,BMTCW5,Information Technology,Portfolio Emerging Markets,0.001411
Fiberhome Telecommunication Technologies Co. Ltd. Class A,BP3R88,Information Technology,Portfolio Emerging Markets,0.001410
Coca-Cola Icecek A.S.,CCOLA.E-TR,Consumer Staples,Portfolio Emerging Markets,0.001404
Yusys Technologies Co. Ltd. Class A,BK4XYD,Information Technology,Portfolio Emerging Markets,0.001404
CAP S.A.,CAP-CL,Materials,Portfolio Emerging Markets,0.001402
Persistent Systems Limited,533179-IN,Information Technology,Portfolio Emerging Markets,0.001395
Golden Biotechnology Corp.,4132-TW,Health Care,Portfolio Emerging Markets,0.001385
Doushen (Beijing) Education & Technology Inc. Class A,BD5CFT,Information Technology,Portfolio Emerging Markets,0.001376
Henan Jindan Lactic Acid Technology Co. Ltd. Class A,BL6D4B,Materials,Portfolio Emerging Markets,0.001376
Computer Age Management Services Ltd,543232-IN,Information Technology,Portfolio Emerging Markets,0.001371
Turkiye Sigorta A.S.,TURSG.E-TR,Financials,Portfolio Emerging Markets,0.001367
Kunming Yunnei Power Co. Ltd. Class A,BD73KW,Industrials,Portfolio Emerging Markets,0.001357
Advanced Wireless Semiconductor Co.,8086-TW,Information Technology,Portfolio Emerging Markets,0.001353
Qingdao Haier Biomedical Co. Ltd. Class A,BLCD7B,Health Care,Portfolio Emerging Markets,0.001347
Balaji Amines Limited,530999-IN,Materials,Portfolio Emerging Markets,0.001344
GUAN CHONG BHD EQUITY WARRANT,BKP2KY,Unassigned,Portfolio Emerging Markets,0.001336
PT Multipolar Tbk Class A,MLPL-ID,Consumer Discretionary,Portfolio Emerging Markets,0.001331
PT Digital Mediatama Maxima Tbk,DMMX-ID,Information Technology,Portfolio Emerging Markets,0.001320
Tofas Turk Otomobil Fabrikasi A.S.,TOASO.E-TR,Consumer Discretionary,Portfolio Emerging Markets,0.001320
Suntak Technology Co. Ltd. Class A,BD6V59,Information Technology,Portfolio Emerging Markets,0.001314
Autel Intelligent Technology Corp. Ltd. Class A,BNR4NW,Consumer Discretionary,Portfolio Emerging Markets,0.001309
Berli Jucker Public Co. Ltd.(Alien Mkt),BJC.F-TH,Consumer Staples,Portfolio Emerging Markets,0.001309
NetDragon Websoft Holdings Limited,777-HK,Communication Services,Portfolio Emerging Markets,0.001307
Yulon Finance Corporation,9941-TW,Financials,Portfolio Emerging Markets,0.001307
Kansai Nerolac Paints Limited,500165-IN,Materials,Portfolio Emerging Markets,0.001299
IRICO Group New Energy Co. Ltd. Class H,438-HK,Information Technology,Portfolio Emerging Markets,0.001296
Siam Makro Public Co. Ltd.(Alien Mkt),MAKRO.F-TH,Consumer Staples,Portfolio Emerging Markets,0.001289
Zhongji Innolight Co. Ltd. Class A,BFFJRM,Information Technology,Portfolio Emerging Markets,0.001282
Depa Plc,DEPA-AE,Industrials,Portfolio Emerging Markets,0.001278
Union Properties (P.J.S.C),UPP-AE,Real Estate,Portfolio Emerging Markets,0.001276
Metallurgical Corporation of China Ltd. Class A,BP3R4K,Industrials,Portfolio Emerging Markets,0.001272
RTA Laboratuvarlari Biyolojik Urunler Ilac ve Makina Sanayi Ticaret A.S.,RTALB.E-TR,Health Care,Portfolio Emerging Markets,0.001272
Manila Electric Co.,MER-PH,Utilities,Portfolio Emerging Markets,0.001270
Sichuan Kelun Pharmaceutical Co. Ltd. Class A,BD5CL0,Health Care,Portfolio Emerging Markets,0.001261
Ausnutria Dairy Corp. Ltd.,1717-HK,Consumer Staples,Portfolio Emerging Markets,0.001253
Mezzan Holding Company KSCC,MEZZAN-KW,Consumer Staples,Portfolio Emerging Markets,0.001252
MicroPort CardioFlow Medtech Corp.,2160-HK,Health Care,Portfolio Emerging Markets,0.001251
iHuman Inc. Sponsored ADR Class A,IH,Communication Services,Portfolio Emerging Markets,0.001251
Shenzhen Tellus Holding Co. Ltd. Class A,BD6QTM,Consumer Discretionary,Portfolio Emerging Markets,0.001249
Fujian Green Pine Co. Ltd. Class A,BMVB2K,Materials,Portfolio Emerging Markets,0.001243
Gruma SAB de CV Class B,GRUMAB-MX,Consumer Staples,Portfolio Emerging Markets,0.001235
IIFL Securities Ltd.,542773-IN,Financials,Portfolio Emerging Markets,0.001226
Easy Visible Supply Chain Management Co. Ltd. Class A,BYV1QG,Industrials,Portfolio Emerging Markets,0.001214
Minerva S.A.,BEEF3-BR,Consumer Staples,Portfolio Emerging Markets,0.001206
PharmaEssentia Corp.,6446-TW,Health Care,Portfolio Emerging Markets,0.001205
Richinfo Technology Co. Ltd. Class A,BHQPSQ,Information Technology,Portfolio Emerging Markets,0.001202
Comfort Gloves Bhd.,2127-MY,Health Care,Portfolio Emerging Markets,0.001196
Shenzhen Infogem Technologies Co. Ltd. Class A,BD5CL9,Information Technology,Portfolio Emerging Markets,0.001195
Focus Dynamics Group Bhd.,0116-MY,Consumer Discretionary,Portfolio Emerging Markets,0.001193
Newegg Commerce Inc.,NEGG,Consumer Discretionary,Portfolio Emerging Markets,0.001187
Yunnan Lincang Xinyuan Germanium Industry Co. Ltd. Class A,BD5C99,Materials,Portfolio Emerging Markets,0.001179
Guangdong Topstar Technology Co. Ltd. Class A,BHQPSL,Industrials,Portfolio Emerging Markets,0.001162
Connect Biopharma Holdings Ltd. Sponsored ADR,CNTB,Health Care,Portfolio Emerging Markets,0.001161
New Horizon Health Limited,6606-HK,Health Care,Portfolio Emerging Markets,0.001160
Chengdu Kanghong Pharmaceutical Group Co. Ltd. Class A,BD5CM3,Health Care,Portfolio Emerging Markets,0.001150
Lu Thai Textile Co. Ltd Class B,200726-CN,Consumer Discretionary,Portfolio Emerging Markets,0.001147
TIME dotCom Bhd.,5031-MY,Communication Services,Portfolio Emerging Markets,0.001145
PT Media Nusantara Citra Tbk,MNCN-ID,Communication Services,Portfolio Emerging Markets,0.001133
Realcan Pharmaceutical Group Co. Ltd. Class A,BD5CHP,Health Care,Portfolio Emerging Markets,0.001133
PT Kawasan Industri Jababeka Tbk Class A,KIJA-ID,Real Estate,Portfolio Emerging Markets,0.001123
China Fangda Group Co. Ltd. Class B,200055-CN,Industrials,Portfolio Emerging Markets,0.001119
GOL Linhas Aereas Inteligentes S.A. Pfd,GOLL4-BR,Industrials,Portfolio Emerging Markets,0.001113
China Boton Group Co. Ltd.,3318-HK,Materials,Portfolio Emerging Markets,0.001112
Hubei Kaile Technology Co. Ltd. Class A,BP3RK6,Information Technology,Portfolio Emerging Markets,0.001110
Xiamen Jihong Technology Co. Ltd. Class A,BMTCVP,Materials,Portfolio Emerging Markets,0.001104
China Kings Resources Group Co. Ltd. Class A,BK947T,Materials,Portfolio Emerging Markets,0.001099
Kepler Weber S.A.,KEPL3-BR,Industrials,Portfolio Emerging Markets,0.001099
Gabungan AQRS Bhd.,5226-MY,Industrials,Portfolio Emerging Markets,0.001097
Positivo Tecnologia SA,POSI3-BR,Information Technology,Portfolio Emerging Markets,0.001095
Koolearn Technology Holding Limited,1797-HK,Consumer Discretionary,Portfolio Emerging Markets,0.001092
EOH Holdings Limited,EOH-ZA,Information Technology,Portfolio Emerging Markets,0.001090
Asset World Corp Public Company Ltd(Alien Mkt),AWC.F-TH,Consumer Discretionary,Portfolio Emerging Markets,0.001081
Migros Ticaret A.S.,MGROS.E-TR,Consumer Staples,Portfolio Emerging Markets,0.001079
PC Jeweller Ltd.,534809-IN,Consumer Discretionary,Portfolio Emerging Markets,0.001079
IRIS Corp. Bhd.,0010-MY,Information Technology,Portfolio Emerging Markets,0.001076
Guangzhou Wondfo Biotech Co. Ltd. Class A,BFY8GZ,Health Care,Portfolio Emerging Markets,0.001068
Shandong Dawn Polymer Co. Ltd. Class A,BMVB2J,Materials,Portfolio Emerging Markets,0.001067
Atacadao SA,CRFB3-BR,Consumer Staples,Portfolio Emerging Markets,0.001065
Turkish Lira,CASH_TRY,Unassigned,Portfolio Emerging Markets,0.001062
Ritek Corporation,2349-TW,Information Technology,Portfolio Emerging Markets,0.001054
Mercator Medical SA,MRC-PL,Health Care,Portfolio Emerging Markets,0.001050
Empresas Iansa S.A.,IANSA-CL,Consumer Staples,Portfolio Emerging Markets,0.001035
WinWay Technology Co. Ltd.,6515-TW,Information Technology,Portfolio Emerging Markets,0.001032
Marfin Investment Group Holdings S.A.,MIG-GR,Financials,Portfolio Emerging Markets,0.001020
Ezdan Holding Group,ERES-QA,Real Estate,Portfolio Emerging Markets,0.001016
Suzhou Secote Precision Electronic Co. Ltd. Class A,BHL0Y8,Industrials,Portfolio Emerging Markets,0.001012
Uchi Technologies Bhd.,7100-MY,Information Technology,Portfolio Emerging Markets,0.001001
Videocon Industries Limited,511389-IN,Consumer Discretionary,Portfolio Emerging Markets,0.000990
OdontoPrev S.A.,ODPV3-BR,Health Care,Portfolio Emerging Markets,0.000988
Lee & Man Paper Manufacturing Limited,2314-HK,Materials,Portfolio Emerging Markets,0.000983
China Eastern Airlines Corporation Limited Class H,670-HK,Industrials,Portfolio Emerging Markets,0.000976
New Era Electronics Co. Ltd.,4909-TW,Information Technology,Portfolio Emerging Markets,0.000976
ELAN Microelectronics Corp.,2458-TW,Information Technology,Portfolio Emerging Markets,0.000973
Euro,CASH_EUR,Unassigned,Portfolio Emerging Markets,0.000973
Shanghai Henlius Biotech Inc. Class H,2696-HK,Health Care,Portfolio Emerging Markets,0.000971
China Overseas Property Holdings Limited,2669-HK,Real Estate,Portfolio Emerging Markets,0.000962
NATCO Pharma Limited,524816-IN,Health Care,Portfolio Emerging Markets,0.000954
Ourpalm Co. Ltd. Class A,BD5CMR,Communication Services,Portfolio Emerging Markets,0.000950
Qalaa Holdings S.A.E.,CCAP-EG,Financials,Portfolio Emerging Markets,0.000940
Shamal Az-Zour Al-Oula Power and Water Company,AZNOULA-KW,Utilities,Portfolio Emerging Markets,0.000934
Beijing Chunlizhengda Medical Instruments Co. Ltd. Class H,1858-HK,Health Care,Portfolio Emerging Markets,0.000931
Beauty Community PCL(Alien Mkt),BEAUTY.F-TH,Consumer Discretionary,Portfolio Emerging Markets,0.000912
HONG SENG CONSOLIDATED BHD EQUITY WARRAN,BMC988,Unassigned,Portfolio Emerging Markets,0.000909
United Development Co.,UDCD-QA,Real Estate,Portfolio Emerging Markets,0.000909
China Overseas Grand Oceans Group Limited,81-HK,Real Estate,Portfolio Emerging Markets,0.000905
Guangzhou Shiyuan Electronic Technology Co. Ltd. Class A,BFCCR4,Information Technology,Portfolio Emerging Markets,0.000900
MMX Mineracao e Metalicos S.A.,MMXM3-BR,Materials,Portfolio Emerging Markets,0.000897
Aslan Pharmaceuticals Ltd. ADR,ASLN,Health Care,Portfolio Emerging Markets,0.000893
Biomed-Lublin Wytwornia Surowic i Szczepionek S.A.,BML-PL,Health Care,Portfolio Emerging Markets,0.000893
Baladna Q.P.S.C,BLDN-QA,Consumer Staples,Portfolio Emerging Markets,0.000879
Fullshare Holdings Limited,607-HK,Industrials,Portfolio Emerging Markets,0.000868
Careplus Group Bhd.,0163-MY,Health Care,Portfolio Emerging Markets,0.000863
PT Bekasi Fajar Industrial Estate Tbk,BEST-ID,Real Estate,Portfolio Emerging Markets,0.000862
GeneReach Biotechnology Corp.,4171-TW,Health Care,Portfolio Emerging Markets,0.000861
China Index Holdings Ltd. Sponsored ADR Class A,CIH,Industrials,Portfolio Emerging Markets,0.000860
FRONTKEN CORP BHD EQUITY WARRANT,BNBW84,Unassigned,Portfolio Emerging Markets,0.000857
Taiwan Fire & Marine Insurance Co. Ltd.,2832-TW,Financials,Portfolio Emerging Markets,0.000853
Singapore Dollar,CASH_SGD,Unassigned,Portfolio Emerging Markets,0.000851
Advanced Ceramic X Corporation,3152-TW,Information Technology,Portfolio Emerging Markets,0.000850
YaGuang Technology Group Co. Ltd. Class A,BK92GL,Industrials,Portfolio Emerging Markets,0.000833
Mobi Development Co. Ltd.,947-HK,Information Technology,Portfolio Emerging Markets,0.000827
Global Bio-chem Technology Group Co. Ltd.,809-HK,Consumer Staples,Portfolio Emerging Markets,0.000825
Nestle (Malaysia) Bhd.,4707-MY,Consumer Staples,Portfolio Emerging Markets,0.000822
Kung Long Batteries Industrial Co. Ltd.,1537-TW,Industrials,Portfolio Emerging Markets,0.000786
AMMB Holdings Bhd.,1015-MY,Financials,Portfolio Emerging Markets,0.000777
Getin Noble Bank S.A.,GNB-PL,Financials,Portfolio Emerging Markets,0.000760
Applied BioCode Corp.,6598-TW,Health Care,Portfolio Emerging Markets,0.000747
Gulf Pharmaceutical Industries P.S.C.,JULPHAR-AE,Health Care,Portfolio Emerging Markets,0.000742
VGI Public Co Ltd(Alien Mkt),VGI.F-TH,Communication Services,Portfolio Emerging Markets,0.000740
Tanvex Biopharma Inc.,6541-TW,Health Care,Portfolio Emerging Markets,0.000739
CGN Mining Co. Ltd.,1164-HK,Energy,Portfolio Emerging Markets,0.000734
Parkson Retail Group Limited,3368-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000732
Tianli Education International Holding Limited,1773-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000718
PT FKS Food Sejahtera Tbk Class A,AISA-ID,Unassigned,Portfolio Emerging Markets,0.000713
Beijing Jingneng Clean Energy Co. Ltd. Class H,579-HK,Utilities,Portfolio Emerging Markets,0.000708
Merry Electronics Co. Ltd.,2439-TW,Information Technology,Portfolio Emerging Markets,0.000706
Comba Telecom Systems Holdings Limited,2342-HK,Information Technology,Portfolio Emerging Markets,0.000702
Makalot Industrial Co. Ltd.,1477-TW,Consumer Discretionary,Portfolio Emerging Markets,0.000702
People's Insurance Co. (Group) of China Ltd. Class A,BDFS9G,Financials,Portfolio Emerging Markets,0.000702
JMT Network Services Public Co. Ltd.(Alien Mkt),JMT.F-TH,Financials,Portfolio Emerging Markets,0.000673
QL Resources Bhd.,7084-MY,Consumer Staples,Portfolio Emerging Markets,0.000668
PT Chandra Asri Petrochemical Tbk,TPIA-ID,Materials,Portfolio Emerging Markets,0.000666
Columbus Energy SA,CLC-PL,Industrials,Portfolio Emerging Markets,0.000661
Continental Aerospace Technologies Holding Ltd.,232-HK,Real Estate,Portfolio Emerging Markets,0.000647
Otokar Otomotiv ve Savunma Sanayi A.S.,OTKAR.E-TR,Industrials,Portfolio Emerging Markets,0.000647
Toly Bread Co. Ltd. Class A,BYYFJT,Consumer Staples,Portfolio Emerging Markets,0.000641
Yaarii Digital Integrated Services Ltd.,533520-IN,Industrials,Portfolio Emerging Markets,0.000639
Yantai Zhenghai Bio-Tech Co. Ltd. Class A,BMTCW8,Health Care,Portfolio Emerging Markets,0.000633
Getin Holding S.A.,GTN-PL,Financials,Portfolio Emerging Markets,0.000630
Xinjiang Goldwind Science & Technology Co. Ltd. Class H,2208-HK,Industrials,Portfolio Emerging Markets,0.000628
Nanjing King-friend Biochemical Pharmaceutical Co. Ltd. Class A,BF2DZL,Health Care,Portfolio Emerging Markets,0.000625
Shenzhen Anche Technologies Co. Ltd. Class A,BKDQ89,Information Technology,Portfolio Emerging Markets,0.000621
Nuh Cimento Sanayi A.S.,NUHCM.E-TR,Materials,Portfolio Emerging Markets,0.000611
Max India Ltd,543223-IN,Health Care,Portfolio Emerging Markets,0.000609
Oracle Financial Services Software Limited,532466-IN,Information Technology,Portfolio Emerging Markets,0.000609
Zhejiang Wolwo Bio-Pharmaceutical Co. Ltd. Class A,BFY8GY,Health Care,Portfolio Emerging Markets,0.000607
Hota Industrial Manufacturing Co. Ltd.,1536-TW,Consumer Discretionary,Portfolio Emerging Markets,0.000597
YiChang HEC ChangJiang Pharmaceutical Co. Ltd. Class H,1558-HK,Health Care,Portfolio Emerging Markets,0.000597
Gongwin Biopharm Holdings Co. Ltd.,6617-TW,Health Care,Portfolio Emerging Markets,0.000594
GlaxoSmithKline Pharmaceuticals Limited,500660-IN,Health Care,Portfolio Emerging Markets,0.000583
Anhui Anke Biotechnology (Group) Co. Ltd. Class A,BD5C82,Health Care,Portfolio Emerging Markets,0.000582
Diana Shipping Inc.,DSX,Industrials,Portfolio Emerging Markets,0.000574
PT Matahari Putra Prima Tbk,MPPA-ID,Consumer Staples,Portfolio Emerging Markets,0.000572
Zhou Hei Ya International Holdings Company Limited,1458-HK,Consumer Staples,Portfolio Emerging Markets,0.000567
Aviation Lease & Finance Co. KSCC,ALAFCO-KW,Industrials,Portfolio Emerging Markets,0.000561
Mills Estruturas e Servicos de Engenharia S.A.,MILS3-BR,Industrials,Portfolio Emerging Markets,0.000560
Hope Education Group Co. Ltd.,1765-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000558
Simplo Technology Co. Ltd.,6121-TW,Information Technology,Portfolio Emerging Markets,0.000556
Concraft Holding Co. Ltd.,4943-TW,Information Technology,Portfolio Emerging Markets,0.000549
Nissin Foods Co. Ltd.,1475-HK,Consumer Staples,Portfolio Emerging Markets,0.000540
Kandi Technologies Group Inc.,KNDI,Consumer Discretionary,Portfolio Emerging Markets,0.000526
Hi Sun Technology (China) Limited,818-HK,Information Technology,Portfolio Emerging Markets,0.000523
Hap Seng Plantations Holdings Bhd.,5138-MY,Consumer Staples,Portfolio Emerging Markets,0.000519
Reliance Communications Limited,532712-IN,Communication Services,Portfolio Emerging Markets,0.000519
China East Education Holdings Limited,667-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000517
Vasta Platform Ltd. Class A,VSTA,Consumer Discretionary,Portfolio Emerging Markets,0.000509
Pacific Online Ltd.,543-HK,Communication Services,Portfolio Emerging Markets,0.000507
Wanda Hotel Development Company Limited,169-HK,Real Estate,Portfolio Emerging Markets,0.000506
TSEC Corporation,6443-TW,Information Technology,Portfolio Emerging Markets,0.000495
Sintex Industries Limited,502742-IN,Consumer Discretionary,Portfolio Emerging Markets,0.000489
IVRCL Limited,530773-IN,Industrials,Portfolio Emerging Markets,0.000488
Energenesis Biomedical Co. Ltd.,6657-TW,Health Care,Portfolio Emerging Markets,0.000487
TCL Electronics Holdings Limited,1070-HK,Consumer Discretionary,Portfolio Emerging Markets,0.000487
China Energine International Holdings Ltd.,1185-HK,Industrials,Portfolio Emerging Markets,0.000485
Shenzhen Weiguang Biological Products Co. Ltd. Class A,BMTCVX,Health Care,Portfolio Emerging Markets,0.000480
Hungarian Forint,CASH_HUF,Unassigned,Portfolio Emerging Markets,0.000479
Gujarat Pipavav Port Limited,533248-IN,Industrials,Portfolio Emerging Markets,0.000478
Taliworks Corp. Bhd.,8524-MY,Utilities,Portfolio Emerging Markets,0.000476
Huaneng Lancang River Hydropower Co Ltd Class A,BFYQHD,Utilities,Portfolio Emerging Markets,0.000474
PharmaEngine Inc.,4162-TW,Health Care,Portfolio Emerging Markets,0.000474
Moroccan Dirham,CASH_MAD,Unassigned,Portfolio Emerging Markets,0.000472
China Everbright Limited,165-HK,Financials,Portfolio Emerging Markets,0.000466
Yutong Bus Co. Ltd. Class A,BP3R5T,Industrials,Portfolio Emerging Markets,0.000455
British American Tobacco Malaysia Bhd.,4162-MY,Consumer Staples,Portfolio Emerging Markets,0.000452
Enjoy S.A.,ENJOY-CL,Consumer Discretionary,Portfolio Emerging Markets,0.000452
Eurocash S.A.,EUR-PL,Consumer Staples,Portfolio Emerging Markets,0.000448
Elite Advanced Laser Corporation,3450-TW,Information Technology,Portfolio Emerging Markets,0.000438
Orascom Construction Plc,OC-AE,Industrials,Portfolio Emerging Markets,0.000437
PT Bank Permata Tbk Class A,BNLI-ID,Financials,Portfolio Emerging Markets,0.000436
Lao Feng Xiang Co. Ltd. Class B,900905-CN,Consumer Discretionary,Portfolio Emerging Markets,0.000433
Fufeng Group Limited,546-HK,Materials,Portfolio Emerging Markets,0.000423
